id;Date;Coefficient
83;2021-02-11;0.07486631
84;2021-02-10;0.070652174
85;2021-02-09;0.072625698
86;2021-02-08;0.070588235
87;2021-02-07;0.075144509
88;2021-02-06;0.069892473
89;2021-02-05;0.078651685
90;2021-02-04;0.075581395
91;2021-02-03;0.073863636
92;2021-02-02;0.076923077
93;2021-02-01;0.075675676
94;2021-01-31;0.076023392
95;2021-01-30;0.074285714
96;2021-01-29;0.075675676
97;2021-01-28;0.075675676
98;2021-01-27;0.076502732
99;2021-01-26;0.068965517
100;2021-01-25;0.075675676
101;2021-01-24;0.069148936
102;2021-01-23;0.074468085
103;2021-01-22;0.072222222
104;2021-01-21;0.070652174
105;2021-01-20;0.068965517
106;2021-01-19;0.076923077
107;2021-01-18;0.070175439
108;2021-01-17;0.072625698
109;2021-01-16;0.075581395
110;2021-01-15;0.076470588
111;2021-01-14;0.070588235
112;2021-01-13;0.078651685
113;2021-01-12;0.069364162
114;2021-01-11;0.071428571
115;2021-01-10;0.07486631
116;2021-01-09;0.069148936
117;2021-01-08;0.073033708
118;2021-01-07;0.075581395
119;2021-01-06;0.076502732
120;2021-01-05;0.073863636
121;2021-01-04;0.076086957
122;2021-01-03;0.07027027
123;2021-01-02;0.072222222
124;2021-01-01;0.077777778
125;2020-12-31;0.074712644
126;2020-12-30;0.077777778
127;2020-12-29;0.07486631
128;2020-12-28;0.076086957
129;2020-12-27;0.069148936
130;2020-12-26;0.076470588
131;2020-12-25;0.076502732
132;2020-12-24;0.075675676
133;2020-12-23;0.072222222
134;2020-12-22;0.070588235
135;2020-12-21;0.076086957
136;2020-12-20;0.076023392
137;2020-12-19;0.071038251
138;2020-12-18;0.075144509
139;2020-12-17;0.079545455
140;2020-12-16;0.068965517
141;2020-12-15;0.069892473
142;2020-12-14;0.078651685
143;2020-12-13;0.075268817
144;2020-12-12;0.070175439
145;2020-12-11;0.070588235
146;2020-12-10;0.071038251
147;2020-12-09;0.076923077
148;2020-12-08;0.074468085
149;2020-12-07;0.074285714
150;2020-12-06;0.075144509
151;2020-12-05;0.076023392
152;2020-12-04;0.075581395
153;2020-12-03;0.079096045
154;2020-12-02;0.069364162
155;2020-12-01;0.074074074
156;2020-11-30;0.074468085
157;2020-11-29;0.072222222
158;2020-11-28;0.077777778
159;2020-11-27;0.077777778
160;2020-11-26;0.069148936
161;2020-11-25;0.071823204
162;2020-11-24;0.076923077
163;2020-11-23;0.079096045
164;2020-11-22;0.072625698
165;2020-11-21;0.079365079
166;2020-11-20;0.076023392
167;2020-11-19;0.075581395
168;2020-11-18;0.074468085
169;2020-11-17;0.076923077
170;2020-11-16;0.068965517
171;2020-11-15;0.068965517
172;2020-11-14;0.07486631
173;2020-11-13;0.076923077
174;2020-11-12;0.070175439
175;2020-11-11;0.075144509
176;2020-11-10;0.078651685
177;2020-11-09;0.074712644
178;2020-11-08;0.079365079
179;2020-11-07;0.074285714
180;2020-11-06;0.076502732
181;2020-11-05;0.076086957
182;2020-11-04;0.075144509
183;2020-11-03;0.069148936
184;2020-11-02;0.068965517
185;2020-11-01;0.074468085
186;2020-10-31;0.074468085
187;2020-10-30;0.068965517
188;2020-10-29;0.074285714
189;2020-10-28;0.070588235
190;2020-10-27;0.070588235
191;2020-10-26;0.076086957
192;2020-10-25;0.078212291
193;2020-10-24;0.076502732
194;2020-10-23;0.075144509
195;2020-10-22;0.076923077
196;2020-10-21;0.069148936
197;2020-10-20;0.072625698
198;2020-10-19;0.076023392
199;2020-10-18;0.075268817
200;2020-10-17;0.076023392
201;2020-10-16;0.074285714
202;2020-10-15;0.073863636
203;2020-10-14;0.07027027
204;2020-10-13;0.072222222
205;2020-10-12;0.078212291
206;2020-10-11;0.069364162
207;2020-10-10;0.074285714
208;2020-10-09;0.07486631
209;2020-10-08;0.074468085
210;2020-10-07;0.074468085
211;2020-10-06;0.078651685
212;2020-10-05;0.069364162
213;2020-10-04;0.070652174
214;2020-10-03;0.07486631
215;2020-10-02;0.069518717
216;2020-10-01;0.075675676
217;2020-09-30;0.069767442
218;2020-09-29;0.074712644
219;2020-09-28;0.079545455
220;2020-09-27;0.078212291
221;2020-09-26;0.071428571
222;2020-09-25;0.07486631
223;2020-09-24;0.075675676
224;2020-09-23;0.072222222
225;2020-09-22;0.071038251
226;2020-09-21;0.073446328
227;2020-09-20;0.073863636
228;2020-09-19;0.074468085
229;2020-09-18;0.078212291
230;2020-09-17;0.075144509
231;2020-09-16;0.076023392
232;2020-09-15;0.074712644
233;2020-09-14;0.073863636
234;2020-09-13;0.07486631
235;2020-09-12;0.07027027
236;2020-09-11;0.075675676
237;2020-09-10;0.075581395
238;2020-09-09;0.069364162
239;2020-09-08;0.079365079
240;2020-09-07;0.075581395
241;2020-09-06;0.079096045
242;2020-09-05;0.076023392
243;2020-09-04;0.078651685
244;2020-09-03;0.071428571
245;2020-09-02;0.070652174
246;2020-09-01;0.079365079
247;2020-08-31;0.076923077
248;2020-08-30;0.074285714
249;2020-08-29;0.07486631
250;2020-08-28;0.070652174
251;2020-08-27;0.069148936
252;2020-08-26;0.075581395
253;2020-08-25;0.068965517
254;2020-08-24;0.077777778
255;2020-08-23;0.076502732
256;2020-08-22;0.077777778
257;2020-08-21;0.077348066
258;2020-08-20;0.070588235
259;2020-08-19;0.076502732
260;2020-08-18;0.075268817
261;2020-08-17;0.070652174
262;2020-08-16;0.069518717
263;2020-08-15;0.069767442
264;2020-08-14;0.071428571
265;2020-08-13;0.077777778
266;2020-08-12;0.071038251
267;2020-08-11;0.075581395
268;2020-08-10;0.072625698
269;2020-08-09;0.075675676
270;2020-08-08;0.076502732
271;2020-08-07;0.074712644
272;2020-08-06;0.07027027
273;2020-08-05;0.069364162
274;2020-08-04;0.069767442
275;2020-08-03;0.074074074
276;2020-08-02;0.073033708
277;2020-08-01;0.068965517
278;2020-07-31;0.071038251
279;2020-07-30;0.073863636
280;2020-07-29;0.077777778
281;2020-07-28;0.078212291
282;2020-07-27;0.076923077
283;2020-07-26;0.071038251
284;2020-07-25;0.069767442
285;2020-07-24;0.070588235
286;2020-07-23;0.072222222
287;2020-07-22;0.073863636
288;2020-07-21;0.070175439
289;2020-07-20;0.074074074
290;2020-07-19;0.073033708
291;2020-07-18;0.079365079
292;2020-07-17;0.070652174
293;2020-07-16;0.070175439
294;2020-07-15;0.076470588
295;2020-07-14;0.079545455
296;2020-07-13;0.075144509
297;2020-07-12;0.076023392
298;2020-07-11;0.069767442
299;2020-07-10;0.07027027
300;2020-07-09;0.076923077
301;2020-07-08;0.071428571
302;2020-07-07;0.070175439
303;2020-07-06;0.070588235
304;2020-07-05;0.077777778
305;2020-07-04;0.069364162
306;2020-07-03;0.074712644
307;2020-07-02;0.075268817
308;2020-07-01;0.072625698
309;2020-06-30;0.076923077
310;2020-06-29;0.079365079
311;2020-06-28;0.070175439
312;2020-06-27;0.069767442
313;2020-06-26;0.069892473
314;2020-06-25;0.07027027
315;2020-06-24;0.076086957
316;2020-06-23;0.075675676
317;2020-06-22;0.077777778
318;2020-06-21;0.070652174
319;2020-06-20;0.079096045
320;2020-06-19;0.069364162
321;2020-06-18;0.074285714
322;2020-06-17;0.068965517
323;2020-06-16;0.071428571
324;2020-06-15;0.075581395
325;2020-06-14;0.07486631
326;2020-06-13;0.079365079
327;2020-06-12;0.074074074
328;2020-06-11;0.071823204
329;2020-06-10;0.075144509
330;2020-06-09;0.074285714
331;2020-06-08;0.073446328
332;2020-06-07;0.076470588
333;2020-06-06;0.069364162
334;2020-06-05;0.076502732
335;2020-06-04;0.076470588
336;2020-06-03;0.070588235
337;2020-06-02;0.079365079
338;2020-06-01;0.075144509
339;2020-05-31;0.074468085
340;2020-05-30;0.079096045
341;2020-05-29;0.074712644
342;2020-05-28;0.078212291
343;2020-05-27;0.074712644
344;2020-05-26;0.075675676
345;2020-05-25;0.069767442
346;2020-05-24;0.069518717
347;2020-05-23;0.07486631
348;2020-05-22;0.074712644
349;2020-05-21;0.076086957
350;2020-05-20;0.074285714
351;2020-05-19;0.076023392
352;2020-05-18;0.074285714
353;2020-05-17;0.073863636
354;2020-05-16;0.07027027
355;2020-05-15;0.076923077
356;2020-05-14;0.069892473
357;2020-05-13;0.076086957
358;2020-05-12;0.078212291
359;2020-05-11;0.076086957
360;2020-05-10;0.073863636
361;2020-05-09;0.079365079
362;2020-05-08;0.073446328
363;2020-05-07;0.073446328
364;2020-05-06;0.075675676
365;2020-05-05;0.071428571
366;2020-05-04;0.070652174
367;2020-05-03;0.071428571
368;2020-05-02;0.074468085
369;2020-05-01;0.075268817
370;2020-04-30;0.073863636
371;2020-04-29;0.074285714
372;2020-04-28;0.073033708
373;2020-04-27;0.074285714
374;2020-04-26;0.078212291
375;2020-04-25;0.073863636
376;2020-04-24;0.076923077
377;2020-04-23;0.071038251
378;2020-04-22;0.075268817
379;2020-04-21;0.075675676
380;2020-04-20;0.076923077
381;2020-04-19;0.069518717
382;2020-04-18;0.069364162
383;2020-04-17;0.072625698
384;2020-04-16;0.075268817
385;2020-04-15;0.077777778
386;2020-04-14;0.077348066
387;2020-04-13;0.069767442
388;2020-04-12;0.076923077
389;2020-04-11;0.071823204
390;2020-04-10;0.071823204
391;2020-04-09;0.075144509
392;2020-04-08;0.078651685
393;2020-04-07;0.076502732
394;2020-04-06;0.079096045
395;2020-04-05;0.077777778
396;2020-04-04;0.079545455
397;2020-04-03;0.079545455
398;2020-04-02;0.072222222
399;2020-04-01;0.073446328
400;2020-03-31;0.069148936
401;2020-03-30;0.079545455
402;2020-03-29;0.074285714
403;2020-03-28;0.077348066
404;2020-03-27;0.073863636
405;2020-03-26;0.074468085
406;2020-03-25;0.075268817
407;2020-03-24;0.069767442
408;2020-03-23;0.074468085
409;2020-03-22;0.075675676
410;2020-03-21;0.07027027
411;2020-03-20;0.074712644
412;2020-03-19;0.075144509
413;2020-03-18;0.074285714
414;2020-03-17;0.074285714
415;2020-03-16;0.074285714
416;2020-03-15;0.077777778
417;2020-03-14;0.074285714
418;2020-03-13;0.069892473
419;2020-03-12;0.076923077
420;2020-03-11;0.074468085
421;2020-03-10;0.072222222
422;2020-03-09;0.070588235
423;2020-03-08;0.079096045
424;2020-03-07;0.073446328
425;2020-03-06;0.07486631
426;2020-03-05;0.079545455
427;2020-03-04;0.079545455
428;2020-03-03;0.076502732
429;2020-03-02;0.070175439
430;2020-03-01;0.074285714
431;2020-02-29;0.076923077
432;2020-02-28;0.072625698
433;2020-02-27;0.076086957
434;2020-02-26;0.077348066
435;2020-02-25;0.077348066
436;2020-02-24;0.079545455
437;2020-02-23;0.072222222
438;2020-02-22;0.071823204
439;2020-02-21;0.070588235
440;2020-02-20;0.076502732
441;2020-02-19;0.076086957
442;2020-02-18;0.076502732
443;2020-02-17;0.071823204
444;2020-02-16;0.074468085
445;2020-02-15;0.076923077
446;2020-02-14;0.070652174
447;2020-02-13;0.075675676
448;2020-02-12;0.075581395
449;2020-02-11;0.07486631
450;2020-02-10;0.075268817
451;2020-02-09;0.074712644
452;2020-02-08;0.071823204
453;2020-02-07;0.074285714
454;2020-02-06;0.071823204
455;2020-02-05;0.077348066
456;2020-02-04;0.073033708
457;2020-02-03;0.069892473
458;2020-02-02;0.074285714
459;2020-02-01;0.069364162
460;2020-01-31;0.071038251
461;2020-01-30;0.072222222
462;2020-01-29;0.074468085
463;2020-01-28;0.071038251
464;2020-01-27;0.075144509
465;2020-01-26;0.079545455
466;2020-01-25;0.077777778
467;2020-01-24;0.078212291
468;2020-01-23;0.075581395
469;2020-01-22;0.076923077
470;2020-01-21;0.078212291
471;2020-01-20;0.077777778
472;2020-01-19;0.078212291
473;2020-01-18;0.070652174
474;2020-01-17;0.072625698
475;2020-01-16;0.072222222
476;2020-01-15;0.069518717
477;2020-01-14;0.069518717
478;2020-01-13;0.078651685
479;2020-01-12;0.076470588
480;2020-01-11;0.072222222
481;2020-01-10;0.076086957
482;2020-01-09;0.072625698
483;2020-01-08;0.079365079
484;2020-01-07;0.073033708
485;2020-01-06;0.072625698
486;2020-01-05;0.070588235
487;2020-01-04;0.076470588
488;2020-01-03;0.072222222
489;2020-01-02;0.069892473
490;2020-01-01;0.069767442
491;2019-12-31;0.076502732
492;2019-12-30;0.072222222
493;2019-12-29;0.070652174
494;2019-12-28;0.070588235
495;2019-12-27;0.076470588
496;2019-12-26;0.076502732
497;2019-12-25;0.074712644
498;2019-12-24;0.075581395
499;2019-12-23;0.07486631
500;2019-12-22;0.069148936
501;2019-12-21;0.07486631
502;2019-12-20;0.07027027
503;2019-12-19;0.069364162
504;2019-12-18;0.074712644
505;2019-12-17;0.074285714
506;2019-12-16;0.074468085
507;2019-12-15;0.070588235
508;2019-12-14;0.074468085
509;2019-12-13;0.069148936
510;2019-12-12;0.072625698
511;2019-12-11;0.079365079
512;2019-12-10;0.071823204
513;2019-12-09;0.069148936
514;2019-12-08;0.073446328
515;2019-12-07;0.074468085
516;2019-12-06;0.074285714
517;2019-12-05;0.070175439
518;2019-12-04;0.075675676
519;2019-12-03;0.073863636
520;2019-12-02;0.075675676
521;2019-12-01;0.072222222
522;2019-11-30;0.074074074
523;2019-11-29;0.069518717
524;2019-11-28;0.079545455
525;2019-11-27;0.071823204
526;2019-11-26;0.075268817
527;2019-11-25;0.075268817
528;2019-11-24;0.077348066
529;2019-11-23;0.076923077
530;2019-11-22;0.074074074
531;2019-11-21;0.070175439
532;2019-11-20;0.075675676
533;2019-11-19;0.075144509
534;2019-11-18;0.071428571
535;2019-11-17;0.069148936
536;2019-11-16;0.068965517
537;2019-11-15;0.074285714
538;2019-11-14;0.078212291
539;2019-11-13;0.071038251
540;2019-11-12;0.069767442
541;2019-11-11;0.079545455
542;2019-11-10;0.071038251
543;2019-11-09;0.071038251
544;2019-11-08;0.074468085
545;2019-11-07;0.077777778
546;2019-11-06;0.071428571
547;2019-11-05;0.070588235
548;2019-11-04;0.074468085
549;2019-11-03;0.074712644
550;2019-11-02;0.07027027
551;2019-11-01;0.073033708
552;2019-10-31;0.068965517
553;2019-10-30;0.076502732
554;2019-10-29;0.077348066
555;2019-10-28;0.07486631
556;2019-10-27;0.075144509
557;2019-10-26;0.078212291
558;2019-10-25;0.074285714
559;2019-10-24;0.079096045
560;2019-10-23;0.073863636
561;2019-10-22;0.071428571
562;2019-10-21;0.079365079
563;2019-10-20;0.071428571
564;2019-10-19;0.076923077
565;2019-10-18;0.077348066
566;2019-10-17;0.075675676
567;2019-10-16;0.075581395
568;2019-10-15;0.074285714
569;2019-10-14;0.079096045
570;2019-10-13;0.075675676
571;2019-10-12;0.072222222
572;2019-10-11;0.076086957
573;2019-10-10;0.077777778
574;2019-10-09;0.077348066
575;2019-10-08;0.069767442
576;2019-10-07;0.073033708
577;2019-10-06;0.075268817
578;2019-10-05;0.077348066
579;2019-10-04;0.070175439
580;2019-10-03;0.079365079
581;2019-10-02;0.072625698
582;2019-10-01;0.073033708
583;2019-09-30;0.071428571
584;2019-09-29;0.073033708
585;2019-09-28;0.074468085
586;2019-09-27;0.072625698
587;2019-09-26;0.075675676
588;2019-09-25;0.071823204
589;2019-09-24;0.073446328
590;2019-09-23;0.075144509
591;2019-09-22;0.074074074
592;2019-09-21;0.072625698
593;2019-09-20;0.075268817
594;2019-09-19;0.073033708
595;2019-09-18;0.071823204
596;2019-09-17;0.07027027
597;2019-09-16;0.068965517
598;2019-09-15;0.069148936
599;2019-09-14;0.078212291
600;2019-09-13;0.075675676
601;2019-09-12;0.07486631
602;2019-09-11;0.074285714
603;2019-09-10;0.076502732
604;2019-09-09;0.078651685
605;2019-09-08;0.074712644
606;2019-09-07;0.079096045
607;2019-09-06;0.07486631
608;2019-09-05;0.075268817
609;2019-09-04;0.069767442
610;2019-09-03;0.074074074
611;2019-09-02;0.076086957
612;2019-09-01;0.070588235
613;2019-08-31;0.077777778
614;2019-08-30;0.076923077
615;2019-08-29;0.074285714
616;2019-08-28;0.074468085
617;2019-08-27;0.071038251
618;2019-08-26;0.075675676
619;2019-08-25;0.073033708
620;2019-08-24;0.076923077
621;2019-08-23;0.075268817
622;2019-08-22;0.076502732
623;2019-08-21;0.068965517
624;2019-08-20;0.070175439
625;2019-08-19;0.072222222
626;2019-08-18;0.077777778
627;2019-08-17;0.077348066
628;2019-08-16;0.075144509
629;2019-08-15;0.072222222
630;2019-08-14;0.074285714
631;2019-08-13;0.079096045
632;2019-08-12;0.068965517
633;2019-08-11;0.073446328
634;2019-08-10;0.079365079
635;2019-08-09;0.076470588
636;2019-08-08;0.077348066
637;2019-08-07;0.074712644
638;2019-08-06;0.076502732
639;2019-08-05;0.077348066
640;2019-08-04;0.078651685
641;2019-08-03;0.078651685
642;2019-08-02;0.077348066
643;2019-08-01;0.078212291
644;2019-07-31;0.074468085
645;2019-07-30;0.078212291
646;2019-07-29;0.077348066
647;2019-07-28;0.076023392
648;2019-07-27;0.079096045
649;2019-07-26;0.068965517
650;2019-07-25;0.075144509
651;2019-07-24;0.079096045
652;2019-07-23;0.077777778
653;2019-07-22;0.078212291
654;2019-07-21;0.074712644
655;2019-07-20;0.069767442
656;2019-07-19;0.077777778
657;2019-07-18;0.079545455
658;2019-07-17;0.077348066
659;2019-07-16;0.079096045
660;2019-07-15;0.076086957
661;2019-07-14;0.070652174
662;2019-07-13;0.075675676
663;2019-07-12;0.069148936
664;2019-07-11;0.071823204
665;2019-07-10;0.068965517
666;2019-07-09;0.077777778
667;2019-07-08;0.071823204
668;2019-07-07;0.073033708
669;2019-07-06;0.077777778
670;2019-07-05;0.070175439
671;2019-07-04;0.076086957
672;2019-07-03;0.074468085
673;2019-07-02;0.069518717
674;2019-07-01;0.075268817
675;2019-06-30;0.074074074
676;2019-06-29;0.070588235
677;2019-06-28;0.077348066
678;2019-06-27;0.069767442
679;2019-06-26;0.077348066
680;2019-06-25;0.079365079
681;2019-06-24;0.071038251
682;2019-06-23;0.073446328
683;2019-06-22;0.070175439
684;2019-06-21;0.077777778
685;2019-06-20;0.077777778
686;2019-06-19;0.074074074
687;2019-06-18;0.074285714
688;2019-06-17;0.074285714
689;2019-06-16;0.074285714
690;2019-06-15;0.074468085
691;2019-06-14;0.076470588
692;2019-06-13;0.074285714
693;2019-06-12;0.076923077
694;2019-06-11;0.073863636
695;2019-06-10;0.071428571
696;2019-06-09;0.077348066
697;2019-06-08;0.070652174
698;2019-06-07;0.074285714
699;2019-06-06;0.076470588
700;2019-06-05;0.070588235
701;2019-06-04;0.076086957
702;2019-06-03;0.079365079
703;2019-06-02;0.072625698
704;2019-06-01;0.074712644
705;2019-05-31;0.069767442
706;2019-05-30;0.069518717
707;2019-05-29;0.071038251
708;2019-05-28;0.079545455
709;2019-05-27;0.076470588
710;2019-05-26;0.076023392
711;2019-05-25;0.079096045
712;2019-05-24;0.074468085
713;2019-05-23;0.07486631
714;2019-05-22;0.071428571
715;2019-05-21;0.079096045
716;2019-05-20;0.074074074
717;2019-05-19;0.077348066
718;2019-05-18;0.07486631
719;2019-05-17;0.069518717
720;2019-05-16;0.077348066
721;2019-05-15;0.069892473
722;2019-05-14;0.071038251
723;2019-05-13;0.076023392
724;2019-05-12;0.068965517
725;2019-05-11;0.071823204
726;2019-05-10;0.075268817
727;2019-05-09;0.069518717
728;2019-05-08;0.070588235
729;2019-05-07;0.075581395
730;2019-05-06;0.074712644
731;2019-05-05;0.072222222
732;2019-05-04;0.074285714
733;2019-05-03;0.07486631
734;2019-05-02;0.075581395
735;2019-05-01;0.076086957
736;2019-04-30;0.072625698
737;2019-04-29;0.073446328
738;2019-04-28;0.079365079
739;2019-04-27;0.078651685
740;2019-04-26;0.076923077
741;2019-04-25;0.074712644
742;2019-04-24;0.079096045
743;2019-04-23;0.071823204
744;2019-04-22;0.072222222
745;2019-04-21;0.07486631
746;2019-04-20;0.074285714
747;2019-04-19;0.079096045
748;2019-04-18;0.074285714
749;2019-04-17;0.074074074
750;2019-04-16;0.073446328
751;2019-04-15;0.071038251
752;2019-04-14;0.074285714
753;2019-04-13;0.073033708
754;2019-04-12;0.070652174
755;2019-04-11;0.077777778
756;2019-04-10;0.077777778
757;2019-04-09;0.069518717
758;2019-04-08;0.074285714
759;2019-04-07;0.071038251
760;2019-04-06;0.068965517
761;2019-04-05;0.075675676
762;2019-04-04;0.077777778
763;2019-04-03;0.077777778
764;2019-04-02;0.078212291
765;2019-04-01;0.074712644
766;2019-03-31;0.076086957
767;2019-03-30;0.072625698
768;2019-03-29;0.079096045
769;2019-03-28;0.072222222
770;2019-03-27;0.069892473
771;2019-03-26;0.075144509
772;2019-03-25;0.068965517
773;2019-03-24;0.072222222
774;2019-03-23;0.074074074
775;2019-03-22;0.071428571
776;2019-03-21;0.069767442
777;2019-03-20;0.076923077
778;2019-03-19;0.075581395
779;2019-03-18;0.07486631
780;2019-03-17;0.076923077
781;2019-03-16;0.071038251
782;2019-03-15;0.069364162
783;2019-03-14;0.070652174
784;2019-03-13;0.073033708
785;2019-03-12;0.076023392
786;2019-03-11;0.07486631
787;2019-03-10;0.075581395
788;2019-03-09;0.07027027
789;2019-03-08;0.076470588
790;2019-03-07;0.075675676
791;2019-03-06;0.07027027
792;2019-03-05;0.070652174
793;2019-03-04;0.069892473
794;2019-03-03;0.069892473
795;2019-03-02;0.072625698
796;2019-03-01;0.069148936
797;2019-02-28;0.071823204
798;2019-02-27;0.074712644
799;2019-02-26;0.079365079
800;2019-02-25;0.072625698
801;2019-02-24;0.078212291
802;2019-02-23;0.074712644
803;2019-02-22;0.069767442
804;2019-02-21;0.070588235
805;2019-02-20;0.070588235
806;2019-02-19;0.077348066
807;2019-02-18;0.070588235
808;2019-02-17;0.079545455
809;2019-02-16;0.07027027
810;2019-02-15;0.074468085
811;2019-02-14;0.079365079
812;2019-02-13;0.075144509
813;2019-02-12;0.074468085
814;2019-02-11;0.07486631
815;2019-02-10;0.077777778
816;2019-02-09;0.069892473
817;2019-02-08;0.078212291
818;2019-02-07;0.073446328
819;2019-02-06;0.076470588
820;2019-02-05;0.069148936
821;2019-02-04;0.068965517
822;2019-02-03;0.07027027
823;2019-02-02;0.076023392
824;2019-02-01;0.074285714
825;2019-01-31;0.07486631
826;2019-01-30;0.079545455
827;2019-01-29;0.073033708
828;2019-01-28;0.069767442
829;2019-01-27;0.076502732
830;2019-01-26;0.07027027
831;2019-01-25;0.075144509
832;2019-01-24;0.074285714
833;2019-01-23;0.075581395
834;2019-01-22;0.070175439
835;2019-01-21;0.071823204
836;2019-01-20;0.076923077
837;2019-01-19;0.078212291
838;2019-01-18;0.07486631
839;2019-01-17;0.069148936
840;2019-01-16;0.070652174
841;2019-01-15;0.077777778
842;2019-01-14;0.071038251
843;2019-01-13;0.069767442
844;2019-01-12;0.073863636
845;2019-01-11;0.076023392
846;2019-01-10;0.077348066
847;2019-01-09;0.074468085
848;2019-01-08;0.073033708
849;2019-01-07;0.070175439
850;2019-01-06;0.076923077
851;2019-01-05;0.073446328
852;2019-01-04;0.072625698
853;2019-01-03;0.071038251
854;2019-01-02;0.077777778
855;2019-01-01;0.075581395
856;2018-12-31;0.073033708
857;2018-12-30;0.071428571
858;2018-12-29;0.075144509
859;2018-12-28;0.072625698
860;2018-12-27;0.070175439
861;2018-12-26;0.07027027
862;2018-12-25;0.078212291
863;2018-12-24;0.07486631
864;2018-12-23;0.075144509
865;2018-12-22;0.076470588
866;2018-12-21;0.076502732
867;2018-12-20;0.075581395
868;2018-12-19;0.071428571
869;2018-12-18;0.072222222
870;2018-12-17;0.071428571
871;2018-12-16;0.070588235
872;2018-12-15;0.071428571
873;2018-12-14;0.074285714
874;2018-12-13;0.076502732
875;2018-12-12;0.074285714
876;2018-12-11;0.074468085
877;2018-12-10;0.074285714
878;2018-12-09;0.071823204
879;2018-12-08;0.069892473
880;2018-12-07;0.071428571
881;2018-12-06;0.073033708
882;2018-12-05;0.074468085
883;2018-12-04;0.068965517
884;2018-12-03;0.069518717
885;2018-12-02;0.074285714
886;2018-12-01;0.073863636
887;2018-11-30;0.069364162
888;2018-11-29;0.07486631
889;2018-11-28;0.078212291
890;2018-11-27;0.077348066
891;2018-11-26;0.070652174
892;2018-11-25;0.077777778
893;2018-11-24;0.079545455
894;2018-11-23;0.069148936
895;2018-11-22;0.074285714
896;2018-11-21;0.070175439
897;2018-11-20;0.070175439
898;2018-11-19;0.070588235
899;2018-11-18;0.077777778
900;2018-11-17;0.074712644
901;2018-11-16;0.071823204
902;2018-11-15;0.072222222
903;2018-11-14;0.076023392
904;2018-11-13;0.069148936
905;2018-11-12;0.071038251
906;2018-11-11;0.069767442
907;2018-11-10;0.079365079
908;2018-11-09;0.077348066
909;2018-11-08;0.077777778
910;2018-11-07;0.069767442
911;2018-11-06;0.071823204
912;2018-11-05;0.076023392
913;2018-11-04;0.079096045
914;2018-11-03;0.077348066
915;2018-11-02;0.079365079
916;2018-11-01;0.074285714
917;2018-10-31;0.074074074
918;2018-10-30;0.069364162
919;2018-10-29;0.071823204
920;2018-10-28;0.079545455
921;2018-10-27;0.074468085
922;2018-10-26;0.078212291
923;2018-10-25;0.070175439
924;2018-10-24;0.071428571
925;2018-10-23;0.076502732
926;2018-10-22;0.072625698
927;2018-10-21;0.074285714
928;2018-10-20;0.069518717
929;2018-10-19;0.069767442
930;2018-10-18;0.070588235
931;2018-10-17;0.075581395
