id;Date;PAX;Coefficient
125;2020-12-31;174;0.068965517
126;2020-12-30;180;0.066666667
127;2020-12-29;187;0.064171123
128;2020-12-28;184;0.054347826
129;2020-12-27;188;0.053191489
130;2020-12-26;170;0.064705882
131;2020-12-25;183;0.06010929
132;2020-12-24;185;0.054054054
133;2020-12-23;180;0.061111111
134;2020-12-22;170;0.070588235
135;2020-12-21;184;0.059782609
136;2020-12-20;171;0.070175439
137;2020-12-19;183;0.054644809
138;2020-12-18;173;0.069364162
139;2020-12-17;176;0.056818182
140;2020-12-16;174;0.068965517
141;2020-12-15;186;0.053763441
142;2020-12-14;178;0.056179775
143;2020-12-13;186;0.053763441
144;2020-12-12;171;0.070175439
145;2020-12-11;170;0.064705882
146;2020-12-10;183;0.06557377
147;2020-12-09;182;0.065934066
148;2020-12-08;188;0.053191489
149;2020-12-07;175;0.068571429
150;2020-12-06;173;0.063583815
151;2020-12-05;171;0.070175439
152;2020-12-04;172;0.058139535
153;2020-12-03;177;0.06779661
154;2020-12-02;173;0.057803468
155;2020-12-01;189;0.063492063
156;2020-11-30;188;0.063829787
157;2020-11-29;180;0.055555556
158;2020-11-28;180;0.061111111
159;2020-11-27;180;0.055555556
160;2020-11-26;188;0.058510638
161;2020-11-25;181;0.060773481
162;2020-11-24;182;0.06043956
163;2020-11-23;177;0.062146893
164;2020-11-22;179;0.055865922
165;2020-11-21;189;0.063492063
166;2020-11-20;171;0.064327485
167;2020-11-19;172;0.063953488
168;2020-11-18;188;0.063829787
169;2020-11-17;182;0.054945055
170;2020-11-16;174;0.063218391
171;2020-11-15;174;0.057471264
172;2020-11-14;187;0.058823529
173;2020-11-13;182;0.065934066
174;2020-11-12;171;0.064327485
175;2020-11-11;173;0.069364162
176;2020-11-10;178;0.06741573
177;2020-11-09;174;0.057471264
178;2020-11-08;189;0.058201058
179;2020-11-07;175;0.062857143
180;2020-11-06;183;0.054644809
181;2020-11-05;184;0.065217391
182;2020-11-04;173;0.069364162
183;2020-11-03;188;0.063829787
184;2020-11-02;174;0.063218391
185;2020-11-01;188;0.058510638
186;2020-10-31;188;0.053191489
187;2020-10-30;174;0.057471264
188;2020-10-29;175;0.057142857
189;2020-10-28;170;0.064705882
190;2020-10-27;170;0.064705882
191;2020-10-26;184;0.059782609
192;2020-10-25;179;0.055865922
193;2020-10-24;183;0.054644809
194;2020-10-23;173;0.063583815
195;2020-10-22;182;0.06043956
196;2020-10-21;188;0.058510638
197;2020-10-20;179;0.055865922
198;2020-10-19;171;0.064327485
199;2020-10-18;186;0.059139785
200;2020-10-17;171;0.070175439
201;2020-10-16;175;0.057142857
202;2020-10-15;176;0.056818182
203;2020-10-14;185;0.054054054
204;2020-10-13;180;0.055555556
205;2020-10-12;179;0.055865922
206;2020-10-11;173;0.069364162
207;2020-10-10;175;0.068571429
208;2020-10-09;187;0.058823529
209;2020-10-08;188;0.053191489
210;2020-10-07;188;0.053191489
211;2020-10-06;178;0.06741573
212;2020-10-05;173;0.057803468
213;2020-10-04;184;0.065217391
214;2020-10-03;187;0.058823529
215;2020-10-02;187;0.053475936
216;2020-10-01;185;0.064864865
217;2020-09-30;172;0.063953488
218;2020-09-29;174;0.063218391
219;2020-09-28;176;0.068181818
220;2020-09-27;179;0.055865922
221;2020-09-26;182;0.065934066
222;2020-09-25;187;0.064171123
223;2020-09-24;185;0.064864865
224;2020-09-23;180;0.061111111
225;2020-09-22;183;0.06010929
226;2020-09-21;177;0.056497175
227;2020-09-20;176;0.0625
228;2020-09-19;188;0.063829787
229;2020-09-18;179;0.061452514
230;2020-09-17;173;0.057803468
231;2020-09-16;171;0.058479532
232;2020-09-15;174;0.068965517
233;2020-09-14;176;0.056818182
234;2020-09-13;187;0.058823529
235;2020-09-12;185;0.059459459
236;2020-09-11;185;0.059459459
237;2020-09-10;172;0.058139535
238;2020-09-09;173;0.057803468
239;2020-09-08;189;0.058201058
240;2020-09-07;172;0.058139535
241;2020-09-06;177;0.056497175
242;2020-09-05;171;0.064327485
243;2020-09-04;178;0.061797753
244;2020-09-03;182;0.065934066
245;2020-09-02;184;0.059782609
246;2020-09-01;189;0.058201058
247;2020-08-31;182;0.06043956
248;2020-08-30;175;0.062857143
249;2020-08-29;187;0.064171123
250;2020-08-28;184;0.065217391
251;2020-08-27;188;0.063829787
252;2020-08-26;172;0.058139535
253;2020-08-25;174;0.068965517
254;2020-08-24;180;0.066666667
255;2020-08-23;183;0.054644809
256;2020-08-22;180;0.055555556
257;2020-08-21;181;0.060773481
258;2020-08-20;170;0.058823529
259;2020-08-19;183;0.06010929
260;2020-08-18;186;0.053763441
261;2020-08-17;184;0.059782609
262;2020-08-16;187;0.058823529
263;2020-08-15;172;0.069767442
264;2020-08-14;182;0.054945055
265;2020-08-13;180;0.061111111
266;2020-08-12;183;0.054644809
267;2020-08-11;172;0.069767442
268;2020-08-10;179;0.055865922
269;2020-08-09;185;0.064864865
270;2020-08-08;183;0.06010929
271;2020-08-07;174;0.057471264
272;2020-08-06;185;0.064864865
273;2020-08-05;173;0.063583815
274;2020-08-04;172;0.058139535
275;2020-08-03;189;0.058201058
276;2020-08-02;178;0.061797753
277;2020-08-01;174;0.057471264
278;2020-07-31;183;0.06010929
279;2020-07-30;176;0.0625
280;2020-07-29;180;0.055555556
281;2020-07-28;179;0.055865922
282;2020-07-27;182;0.06043956
283;2020-07-26;183;0.06010929
284;2020-07-25;172;0.058139535
285;2020-07-24;170;0.070588235
286;2020-07-23;180;0.066666667
287;2020-07-22;176;0.056818182
288;2020-07-21;171;0.070175439
289;2020-07-20;189;0.063492063
290;2020-07-19;178;0.061797753
291;2020-07-18;189;0.058201058
292;2020-07-17;184;0.054347826
293;2020-07-16;171;0.070175439
294;2020-07-15;170;0.070588235
295;2020-07-14;176;0.068181818
296;2020-07-13;173;0.069364162
297;2020-07-12;171;0.070175439
298;2020-07-11;172;0.069767442
299;2020-07-10;185;0.059459459
300;2020-07-09;182;0.054945055
301;2020-07-08;182;0.054945055
302;2020-07-07;171;0.064327485
303;2020-07-06;170;0.058823529
304;2020-07-05;180;0.066666667
305;2020-07-04;173;0.069364162
306;2020-07-03;174;0.063218391
307;2020-07-02;186;0.064516129
308;2020-07-01;179;0.067039106
309;2020-06-30;182;0.065934066
310;2020-06-29;189;0.063492063
311;2020-06-28;171;0.064327485
312;2020-06-27;172;0.063953488
313;2020-06-26;186;0.053763441
314;2020-06-25;185;0.054054054
315;2020-06-24;184;0.059782609
316;2020-06-23;185;0.064864865
317;2020-06-22;180;0.061111111
318;2020-06-21;184;0.054347826
319;2020-06-20;177;0.06779661
320;2020-06-19;173;0.069364162
321;2020-06-18;175;0.057142857
322;2020-06-17;174;0.057471264
323;2020-06-16;182;0.065934066
324;2020-06-15;172;0.063953488
325;2020-06-14;187;0.053475936
326;2020-06-13;189;0.052910053
327;2020-06-12;189;0.058201058
328;2020-06-11;181;0.060773481
329;2020-06-10;173;0.069364162
330;2020-06-09;175;0.057142857
331;2020-06-08;177;0.056497175
332;2020-06-07;170;0.070588235
333;2020-06-06;173;0.063583815
334;2020-06-05;183;0.06557377
335;2020-06-04;170;0.058823529
336;2020-06-03;170;0.070588235
337;2020-06-02;189;0.063492063
338;2020-06-01;173;0.063583815
339;2020-05-31;188;0.058510638
340;2020-05-30;177;0.06779661
341;2020-05-29;174;0.068965517
342;2020-05-28;179;0.067039106
343;2020-05-27;174;0.057471264
344;2020-05-26;185;0.054054054
345;2020-05-25;172;0.058139535
346;2020-05-24;187;0.058823529
347;2020-05-23;187;0.053475936
348;2020-05-22;174;0.063218391
349;2020-05-21;184;0.054347826
350;2020-05-20;175;0.057142857
351;2020-05-19;171;0.064327485
352;2020-05-18;175;0.057142857
353;2020-05-17;176;0.056818182
354;2020-05-16;185;0.054054054
355;2020-05-15;182;0.06043956
356;2020-05-14;186;0.059139785
357;2020-05-13;184;0.054347826
358;2020-05-12;179;0.061452514
359;2020-05-11;184;0.059782609
360;2020-05-10;176;0.056818182
361;2020-05-09;189;0.052910053
362;2020-05-08;177;0.06779661
363;2020-05-07;177;0.062146893
364;2020-05-06;185;0.064864865
365;2020-05-05;182;0.06043956
366;2020-05-04;184;0.065217391
367;2020-05-03;182;0.054945055
368;2020-05-02;188;0.053191489
369;2020-05-01;186;0.059139785
370;2020-04-30;176;0.068181818
371;2020-04-29;175;0.057142857
372;2020-04-28;178;0.061797753
373;2020-04-27;175;0.068571429
374;2020-04-26;179;0.055865922
375;2020-04-25;176;0.056818182
376;2020-04-24;182;0.06043956
377;2020-04-23;183;0.06557377
378;2020-04-22;186;0.053763441
379;2020-04-21;185;0.054054054
380;2020-04-20;182;0.06043956
381;2020-04-19;187;0.064171123
382;2020-04-18;173;0.069364162
383;2020-04-17;179;0.061452514
384;2020-04-16;186;0.053763441
385;2020-04-15;180;0.061111111
386;2020-04-14;181;0.055248619
387;2020-04-13;172;0.063953488
388;2020-04-12;182;0.06043956
389;2020-04-11;181;0.066298343
390;2020-04-10;181;0.060773481
391;2020-04-09;173;0.069364162
392;2020-04-08;178;0.06741573
393;2020-04-07;183;0.06557377
394;2020-04-06;177;0.06779661
395;2020-04-05;180;0.066666667
396;2020-04-04;176;0.068181818
397;2020-04-03;176;0.068181818
398;2020-04-02;180;0.066666667
399;2020-04-01;177;0.062146893
400;2020-03-31;188;0.063829787
401;2020-03-30;176;0.056818182
402;2020-03-29;175;0.057142857
403;2020-03-28;181;0.060773481
404;2020-03-27;176;0.0625
405;2020-03-26;188;0.053191489
406;2020-03-25;186;0.053763441
407;2020-03-24;172;0.069767442
408;2020-03-23;188;0.063829787
409;2020-03-22;185;0.064864865
410;2020-03-21;185;0.064864865
411;2020-03-20;174;0.057471264
412;2020-03-19;173;0.057803468
413;2020-03-18;175;0.062857143
414;2020-03-17;175;0.057142857
415;2020-03-16;175;0.068571429
416;2020-03-15;180;0.066666667
417;2020-03-14;175;0.057142857
418;2020-03-13;186;0.064516129
419;2020-03-12;182;0.054945055
420;2020-03-11;188;0.063829787
421;2020-03-10;180;0.061111111
422;2020-03-09;170;0.064705882
423;2020-03-08;177;0.06779661
424;2020-03-07;177;0.062146893
425;2020-03-06;187;0.064171123
426;2020-03-05;176;0.068181818
427;2020-03-04;176;0.056818182
428;2020-03-03;183;0.06557377
429;2020-03-02;171;0.070175439
430;2020-03-01;175;0.068571429
431;2020-02-29;182;0.054945055
432;2020-02-28;179;0.067039106
433;2020-02-27;184;0.054347826
434;2020-02-26;181;0.066298343
435;2020-02-25;181;0.060773481
436;2020-02-24;176;0.056818182
437;2020-02-23;180;0.055555556
438;2020-02-22;181;0.060773481
439;2020-02-21;170;0.058823529
440;2020-02-20;183;0.06010929
441;2020-02-19;184;0.054347826
442;2020-02-18;183;0.06010929
443;2020-02-17;181;0.066298343
444;2020-02-16;188;0.063829787
445;2020-02-15;182;0.054945055
446;2020-02-14;184;0.059782609
447;2020-02-13;185;0.059459459
448;2020-02-12;172;0.069767442
449;2020-02-11;187;0.064171123
450;2020-02-10;186;0.059139785
451;2020-02-09;174;0.063218391
452;2020-02-08;181;0.055248619
453;2020-02-07;175;0.068571429
454;2020-02-06;181;0.055248619
455;2020-02-05;181;0.066298343
456;2020-02-04;178;0.056179775
457;2020-02-03;186;0.064516129
458;2020-02-02;175;0.057142857
459;2020-02-01;173;0.063583815
460;2020-01-31;183;0.06010929
461;2020-01-30;180;0.061111111
462;2020-01-29;188;0.063829787
463;2020-01-28;183;0.054644809
464;2020-01-27;173;0.063583815
465;2020-01-26;176;0.068181818
466;2020-01-25;180;0.055555556
467;2020-01-24;179;0.067039106
468;2020-01-23;172;0.063953488
469;2020-01-22;182;0.06043956
470;2020-01-21;179;0.067039106
471;2020-01-20;180;0.061111111
472;2020-01-19;179;0.061452514
473;2020-01-18;184;0.054347826
474;2020-01-17;179;0.061452514
475;2020-01-16;180;0.055555556
476;2020-01-15;187;0.053475936
477;2020-01-14;187;0.064171123
478;2020-01-13;178;0.056179775
479;2020-01-12;170;0.064705882
480;2020-01-11;180;0.066666667
481;2020-01-10;184;0.054347826
482;2020-01-09;179;0.055865922
483;2020-01-08;189;0.063492063
484;2020-01-07;178;0.056179775
485;2020-01-06;179;0.055865922
486;2020-01-05;170;0.058823529
487;2020-01-04;170;0.070588235
488;2020-01-03;180;0.066666667
489;2020-01-02;186;0.059139785
490;2020-01-01;172;0.058139535
491;2019-12-31;183;0.054644809
492;2019-12-30;180;0.066666667
493;2019-12-29;184;0.054347826
494;2019-12-28;170;0.058823529
495;2019-12-27;170;0.064705882
496;2019-12-26;183;0.06557377
497;2019-12-25;174;0.068965517
498;2019-12-24;172;0.063953488
499;2019-12-23;187;0.058823529
500;2019-12-22;188;0.053191489
501;2019-12-21;187;0.058823529
502;2019-12-20;185;0.059459459
503;2019-12-19;173;0.063583815
504;2019-12-18;174;0.057471264
505;2019-12-17;175;0.057142857
506;2019-12-16;188;0.063829787
507;2019-12-15;170;0.058823529
508;2019-12-14;188;0.063829787
509;2019-12-13;188;0.063829787
510;2019-12-12;179;0.061452514
511;2019-12-11;189;0.063492063
512;2019-12-10;181;0.055248619
513;2019-12-09;188;0.063829787
514;2019-12-08;177;0.062146893
515;2019-12-07;188;0.058510638
516;2019-12-06;175;0.062857143
517;2019-12-05;171;0.064327485
518;2019-12-04;185;0.059459459
519;2019-12-03;176;0.056818182
520;2019-12-02;185;0.059459459
521;2019-12-01;180;0.066666667
522;2019-11-30;189;0.058201058
523;2019-11-29;187;0.058823529
524;2019-11-28;176;0.068181818
525;2019-11-27;181;0.066298343
526;2019-11-26;186;0.053763441
527;2019-11-25;186;0.053763441
528;2019-11-24;181;0.060773481
529;2019-11-23;182;0.065934066
530;2019-11-22;189;0.063492063
531;2019-11-21;171;0.070175439
532;2019-11-20;185;0.054054054
533;2019-11-19;173;0.069364162
534;2019-11-18;182;0.065934066
535;2019-11-17;188;0.058510638
536;2019-11-16;174;0.057471264
537;2019-11-15;175;0.057142857
538;2019-11-14;179;0.067039106
539;2019-11-13;183;0.06010929
540;2019-11-12;172;0.058139535
541;2019-11-11;176;0.0625
542;2019-11-10;183;0.06010929
543;2019-11-09;183;0.054644809
544;2019-11-08;188;0.063829787
545;2019-11-07;180;0.061111111
546;2019-11-06;182;0.065934066
547;2019-11-05;170;0.064705882
548;2019-11-04;188;0.058510638
549;2019-11-03;174;0.068965517
550;2019-11-02;185;0.059459459
551;2019-11-01;178;0.06741573
552;2019-10-31;174;0.063218391
553;2019-10-30;183;0.054644809
554;2019-10-29;181;0.066298343
555;2019-10-28;187;0.053475936
556;2019-10-27;173;0.069364162
557;2019-10-26;179;0.055865922
558;2019-10-25;175;0.062857143
559;2019-10-24;177;0.056497175
560;2019-10-23;176;0.068181818
561;2019-10-22;182;0.06043956
562;2019-10-21;189;0.052910053
563;2019-10-20;182;0.06043956
564;2019-10-19;182;0.065934066
565;2019-10-18;181;0.055248619
566;2019-10-17;185;0.059459459
567;2019-10-16;172;0.069767442
568;2019-10-15;175;0.068571429
569;2019-10-14;177;0.062146893
570;2019-10-13;185;0.054054054
571;2019-10-12;180;0.066666667
572;2019-10-11;184;0.059782609
573;2019-10-10;180;0.066666667
574;2019-10-09;181;0.055248619
575;2019-10-08;172;0.063953488
576;2019-10-07;178;0.061797753
577;2019-10-06;186;0.053763441
578;2019-10-05;181;0.066298343
579;2019-10-04;171;0.058479532
580;2019-10-03;189;0.052910053
581;2019-10-02;179;0.055865922
582;2019-10-01;178;0.056179775
583;2019-09-30;182;0.065934066
584;2019-09-29;178;0.061797753
585;2019-09-28;188;0.063829787
586;2019-09-27;179;0.061452514
587;2019-09-26;185;0.054054054
588;2019-09-25;181;0.066298343
589;2019-09-24;177;0.06779661
590;2019-09-23;173;0.069364162
591;2019-09-22;189;0.063492063
592;2019-09-21;179;0.055865922
593;2019-09-20;186;0.053763441
594;2019-09-19;178;0.06741573
595;2019-09-18;181;0.066298343
596;2019-09-17;185;0.059459459
597;2019-09-16;174;0.068965517
598;2019-09-15;188;0.058510638
599;2019-09-14;179;0.055865922
600;2019-09-13;185;0.059459459
601;2019-09-12;187;0.053475936
602;2019-09-11;175;0.062857143
603;2019-09-10;183;0.06010929
604;2019-09-09;178;0.061797753
605;2019-09-08;174;0.068965517
606;2019-09-07;177;0.056497175
607;2019-09-06;187;0.064171123
608;2019-09-05;186;0.064516129
609;2019-09-04;172;0.069767442
610;2019-09-03;189;0.058201058
611;2019-09-02;184;0.059782609
612;2019-09-01;170;0.070588235
613;2019-08-31;180;0.066666667
614;2019-08-30;182;0.065934066
615;2019-08-29;175;0.057142857
616;2019-08-28;188;0.058510638
617;2019-08-27;183;0.06010929
618;2019-08-26;185;0.054054054
619;2019-08-25;178;0.061797753
620;2019-08-24;182;0.065934066
621;2019-08-23;186;0.059139785
622;2019-08-22;183;0.06010929
623;2019-08-21;174;0.063218391
624;2019-08-20;171;0.058479532
625;2019-08-19;180;0.061111111
626;2019-08-18;180;0.066666667
627;2019-08-17;181;0.055248619
628;2019-08-16;173;0.057803468
629;2019-08-15;180;0.061111111
630;2019-08-14;175;0.062857143
631;2019-08-13;177;0.056497175
632;2019-08-12;174;0.068965517
633;2019-08-11;177;0.056497175
634;2019-08-10;189;0.052910053
635;2019-08-09;170;0.070588235
636;2019-08-08;181;0.060773481
637;2019-08-07;174;0.063218391
638;2019-08-06;183;0.06557377
639;2019-08-05;181;0.060773481
640;2019-08-04;178;0.056179775
641;2019-08-03;178;0.061797753
642;2019-08-02;181;0.055248619
643;2019-08-01;179;0.067039106
644;2019-07-31;188;0.058510638
645;2019-07-30;179;0.055865922
646;2019-07-29;181;0.066298343
647;2019-07-28;171;0.064327485
648;2019-07-27;177;0.06779661
649;2019-07-26;174;0.057471264
650;2019-07-25;173;0.057803468
651;2019-07-24;177;0.062146893
652;2019-07-23;180;0.061111111
653;2019-07-22;179;0.067039106
654;2019-07-21;174;0.063218391
655;2019-07-20;172;0.069767442
656;2019-07-19;180;0.055555556
657;2019-07-18;176;0.056818182
658;2019-07-17;181;0.066298343
659;2019-07-16;177;0.06779661
660;2019-07-15;184;0.059782609
661;2019-07-14;184;0.065217391
662;2019-07-13;185;0.054054054
663;2019-07-12;188;0.063829787
664;2019-07-11;181;0.055248619
665;2019-07-10;174;0.063218391
666;2019-07-09;180;0.055555556
667;2019-07-08;181;0.060773481
668;2019-07-07;178;0.061797753
669;2019-07-06;180;0.055555556
670;2019-07-05;171;0.058479532
671;2019-07-04;184;0.054347826
672;2019-07-03;188;0.063829787
673;2019-07-02;187;0.058823529
674;2019-07-01;186;0.059139785
675;2019-06-30;189;0.052910053
676;2019-06-29;170;0.070588235
677;2019-06-28;181;0.066298343
678;2019-06-27;172;0.069767442
679;2019-06-26;181;0.060773481
680;2019-06-25;189;0.052910053
681;2019-06-24;183;0.06010929
682;2019-06-23;177;0.062146893
683;2019-06-22;171;0.058479532
684;2019-06-21;180;0.055555556
685;2019-06-20;180;0.066666667
686;2019-06-19;189;0.063492063
687;2019-06-18;175;0.062857143
688;2019-06-17;175;0.062857143
689;2019-06-16;175;0.057142857
690;2019-06-15;188;0.053191489
691;2019-06-14;170;0.058823529
692;2019-06-13;175;0.068571429
693;2019-06-12;182;0.06043956
694;2019-06-11;176;0.056818182
695;2019-06-10;182;0.054945055
696;2019-06-09;181;0.066298343
697;2019-06-08;184;0.054347826
698;2019-06-07;175;0.068571429
699;2019-06-06;170;0.064705882
700;2019-06-05;170;0.064705882
701;2019-06-04;184;0.065217391
702;2019-06-03;189;0.058201058
703;2019-06-02;179;0.061452514
704;2019-06-01;174;0.063218391
705;2019-05-31;172;0.069767442
706;2019-05-30;187;0.053475936
707;2019-05-29;183;0.06557377
708;2019-05-28;176;0.056818182
709;2019-05-27;170;0.058823529
710;2019-05-26;171;0.064327485
711;2019-05-25;177;0.06779661
712;2019-05-24;188;0.063829787
713;2019-05-23;187;0.053475936
714;2019-05-22;182;0.054945055
715;2019-05-21;177;0.062146893
716;2019-05-20;189;0.063492063
717;2019-05-19;181;0.055248619
718;2019-05-18;187;0.058823529
719;2019-05-17;187;0.058823529
720;2019-05-16;181;0.066298343
721;2019-05-15;186;0.053763441
722;2019-05-14;183;0.054644809
723;2019-05-13;171;0.058479532
724;2019-05-12;174;0.068965517
725;2019-05-11;181;0.060773481
726;2019-05-10;186;0.053763441
727;2019-05-09;187;0.064171123
728;2019-05-08;170;0.064705882
729;2019-05-07;172;0.069767442
730;2019-05-06;174;0.063218391
731;2019-05-05;180;0.061111111
732;2019-05-04;175;0.068571429
733;2019-05-03;187;0.058823529
734;2019-05-02;172;0.058139535
735;2019-05-01;184;0.065217391
736;2019-04-30;179;0.067039106
737;2019-04-29;177;0.056497175
738;2019-04-28;189;0.063492063
739;2019-04-27;178;0.06741573
740;2019-04-26;182;0.06043956
741;2019-04-25;174;0.057471264
742;2019-04-24;177;0.06779661
743;2019-04-23;181;0.055248619
744;2019-04-22;180;0.061111111
745;2019-04-21;187;0.058823529
746;2019-04-20;175;0.057142857
747;2019-04-19;177;0.056497175
748;2019-04-18;175;0.062857143
749;2019-04-17;189;0.052910053
750;2019-04-16;177;0.06779661
751;2019-04-15;183;0.054644809
752;2019-04-14;175;0.062857143
753;2019-04-13;178;0.056179775
754;2019-04-12;184;0.065217391
755;2019-04-11;180;0.066666667
756;2019-04-10;180;0.055555556
757;2019-04-09;187;0.058823529
758;2019-04-08;175;0.057142857
759;2019-04-07;183;0.06010929
760;2019-04-06;174;0.057471264
761;2019-04-05;185;0.064864865
762;2019-04-04;180;0.061111111
763;2019-04-03;180;0.061111111
764;2019-04-02;179;0.067039106
765;2019-04-01;174;0.057471264
766;2019-03-31;184;0.065217391
767;2019-03-30;179;0.055865922
768;2019-03-29;177;0.056497175
769;2019-03-28;180;0.055555556
770;2019-03-27;186;0.053763441
771;2019-03-26;173;0.069364162
772;2019-03-25;174;0.068965517
773;2019-03-24;180;0.066666667
774;2019-03-23;189;0.063492063
775;2019-03-22;182;0.065934066
776;2019-03-21;172;0.058139535
777;2019-03-20;182;0.065934066
778;2019-03-19;172;0.069767442
779;2019-03-18;187;0.058823529
780;2019-03-17;182;0.054945055
781;2019-03-16;183;0.054644809
782;2019-03-15;173;0.069364162
783;2019-03-14;184;0.059782609
784;2019-03-13;178;0.061797753
785;2019-03-12;171;0.064327485
786;2019-03-11;187;0.058823529
787;2019-03-10;172;0.058139535
788;2019-03-09;185;0.064864865
789;2019-03-08;170;0.064705882
790;2019-03-07;185;0.064864865
791;2019-03-06;185;0.054054054
792;2019-03-05;184;0.065217391
793;2019-03-04;186;0.059139785
794;2019-03-03;186;0.053763441
795;2019-03-02;179;0.061452514
796;2019-03-01;188;0.058510638
797;2019-02-28;181;0.055248619
798;2019-02-27;174;0.063218391
799;2019-02-26;189;0.052910053
800;2019-02-25;179;0.061452514
801;2019-02-24;179;0.067039106
802;2019-02-23;174;0.063218391
803;2019-02-22;172;0.063953488
804;2019-02-21;170;0.064705882
805;2019-02-20;170;0.064705882
806;2019-02-19;181;0.060773481
807;2019-02-18;170;0.070588235
808;2019-02-17;176;0.068181818
809;2019-02-16;185;0.064864865
810;2019-02-15;188;0.053191489
811;2019-02-14;189;0.063492063
812;2019-02-13;173;0.063583815
813;2019-02-12;188;0.053191489
814;2019-02-11;187;0.058823529
815;2019-02-10;180;0.061111111
816;2019-02-09;186;0.059139785
817;2019-02-08;179;0.067039106
818;2019-02-07;177;0.056497175
819;2019-02-06;170;0.070588235
820;2019-02-05;188;0.053191489
821;2019-02-04;174;0.063218391
822;2019-02-03;185;0.064864865
