id;Date;PAX;Coefficient
193;2020-10-24;183;0.076502732
194;2020-10-23;173;0.075144509
195;2020-10-22;182;0.076923077
196;2020-10-21;188;0.069148936
197;2020-10-20;179;0.078212291
198;2020-10-19;171;0.070175439
199;2020-10-18;186;0.069892473
200;2020-10-17;171;0.076023392
201;2020-10-16;175;0.074285714
202;2020-10-15;176;0.079545455
203;2020-10-14;185;0.07027027
204;2020-10-13;180;0.072222222
205;2020-10-12;179;0.078212291
206;2020-10-11;173;0.069364162
207;2020-10-10;175;0.074285714
208;2020-10-09;187;0.069518717
209;2020-10-08;188;0.069148936
210;2020-10-07;188;0.069148936
211;2020-10-06;178;0.073033708
212;2020-10-05;173;0.075144509
213;2020-10-04;184;0.070652174
214;2020-10-03;187;0.07486631
215;2020-10-02;187;0.069518717
216;2020-10-01;185;0.07027027
217;2020-09-30;172;0.075581395
218;2020-09-29;174;0.074712644
219;2020-09-28;176;0.073863636
220;2020-09-27;179;0.078212291
221;2020-09-26;182;0.071428571
222;2020-09-25;187;0.069518717
223;2020-09-24;185;0.075675676
224;2020-09-23;180;0.072222222
225;2020-09-22;183;0.076502732
226;2020-09-21;177;0.073446328
227;2020-09-20;176;0.079545455
228;2020-09-19;188;0.069148936
229;2020-09-18;179;0.078212291
230;2020-09-17;173;0.069364162
231;2020-09-16;171;0.070175439
232;2020-09-15;174;0.074712644
233;2020-09-14;176;0.079545455
234;2020-09-13;187;0.069518717
235;2020-09-12;185;0.075675676
236;2020-09-11;185;0.075675676
237;2020-09-10;172;0.069767442
238;2020-09-09;173;0.075144509
239;2020-09-08;189;0.074074074
240;2020-09-07;172;0.069767442
241;2020-09-06;177;0.073446328
242;2020-09-05;171;0.070175439
243;2020-09-04;178;0.078651685
244;2020-09-03;182;0.076923077
245;2020-09-02;184;0.076086957
246;2020-09-01;189;0.074074074
247;2020-08-31;182;0.076923077
248;2020-08-30;175;0.074285714
249;2020-08-29;187;0.069518717
250;2020-08-28;184;0.070652174
251;2020-08-27;188;0.074468085
252;2020-08-26;172;0.069767442
253;2020-08-25;174;0.074712644
254;2020-08-24;180;0.072222222
255;2020-08-23;183;0.071038251
256;2020-08-22;180;0.077777778
257;2020-08-21;181;0.077348066
258;2020-08-20;170;0.070588235
259;2020-08-19;183;0.071038251
260;2020-08-18;186;0.075268817
261;2020-08-17;184;0.070652174
262;2020-08-16;187;0.069518717
263;2020-08-15;172;0.075581395
264;2020-08-14;182;0.076923077
265;2020-08-13;180;0.077777778
266;2020-08-12;183;0.076502732
267;2020-08-11;172;0.069767442
268;2020-08-10;179;0.078212291
269;2020-08-09;185;0.075675676
270;2020-08-08;183;0.071038251
271;2020-08-07;174;0.074712644
272;2020-08-06;185;0.07027027
273;2020-08-05;173;0.069364162
274;2020-08-04;172;0.069767442
275;2020-08-03;189;0.074074074
276;2020-08-02;178;0.078651685
277;2020-08-01;174;0.068965517
278;2020-07-31;183;0.076502732
279;2020-07-30;176;0.073863636
280;2020-07-29;180;0.072222222
281;2020-07-28;179;0.078212291
282;2020-07-27;182;0.071428571
283;2020-07-26;183;0.076502732
284;2020-07-25;172;0.069767442
285;2020-07-24;170;0.070588235
286;2020-07-23;180;0.077777778
287;2020-07-22;176;0.079545455
288;2020-07-21;171;0.070175439
289;2020-07-20;189;0.079365079
290;2020-07-19;178;0.078651685
291;2020-07-18;189;0.074074074
292;2020-07-17;184;0.070652174
293;2020-07-16;171;0.070175439
294;2020-07-15;170;0.070588235
295;2020-07-14;176;0.079545455
296;2020-07-13;173;0.069364162
297;2020-07-12;171;0.076023392
298;2020-07-11;172;0.075581395
299;2020-07-10;185;0.075675676
300;2020-07-09;182;0.071428571
301;2020-07-08;182;0.076923077
302;2020-07-07;171;0.070175439
303;2020-07-06;170;0.070588235
304;2020-07-05;180;0.072222222
305;2020-07-04;173;0.069364162
306;2020-07-03;174;0.068965517
307;2020-07-02;186;0.069892473
308;2020-07-01;179;0.078212291
309;2020-06-30;182;0.071428571
310;2020-06-29;189;0.079365079
311;2020-06-28;171;0.076023392
312;2020-06-27;172;0.075581395
313;2020-06-26;186;0.075268817
314;2020-06-25;185;0.075675676
315;2020-06-24;184;0.070652174
316;2020-06-23;185;0.075675676
317;2020-06-22;180;0.072222222
318;2020-06-21;184;0.076086957
319;2020-06-20;177;0.073446328
320;2020-06-19;173;0.069364162
321;2020-06-18;175;0.074285714
322;2020-06-17;174;0.068965517
323;2020-06-16;182;0.076923077
324;2020-06-15;172;0.069767442
325;2020-06-14;187;0.07486631
326;2020-06-13;189;0.079365079
327;2020-06-12;189;0.074074074
328;2020-06-11;181;0.071823204
329;2020-06-10;173;0.069364162
330;2020-06-09;175;0.074285714
331;2020-06-08;177;0.073446328
332;2020-06-07;170;0.076470588
333;2020-06-06;173;0.069364162
334;2020-06-05;183;0.076502732
335;2020-06-04;170;0.076470588
336;2020-06-03;170;0.076470588
337;2020-06-02;189;0.074074074
338;2020-06-01;173;0.069364162
339;2020-05-31;188;0.074468085
340;2020-05-30;177;0.073446328
341;2020-05-29;174;0.068965517
342;2020-05-28;179;0.072625698
343;2020-05-27;174;0.068965517
344;2020-05-26;185;0.075675676
345;2020-05-25;172;0.075581395
346;2020-05-24;187;0.069518717
347;2020-05-23;187;0.069518717
348;2020-05-22;174;0.068965517
349;2020-05-21;184;0.076086957
350;2020-05-20;175;0.074285714
351;2020-05-19;171;0.076023392
352;2020-05-18;175;0.074285714
353;2020-05-17;176;0.073863636
354;2020-05-16;185;0.07027027
355;2020-05-15;182;0.076923077
356;2020-05-14;186;0.069892473
357;2020-05-13;184;0.070652174
358;2020-05-12;179;0.072625698
359;2020-05-11;184;0.076086957
360;2020-05-10;176;0.079545455
361;2020-05-09;189;0.079365079
362;2020-05-08;177;0.079096045
363;2020-05-07;177;0.073446328
364;2020-05-06;185;0.07027027
365;2020-05-05;182;0.071428571
366;2020-05-04;184;0.070652174
367;2020-05-03;182;0.076923077
368;2020-05-02;188;0.074468085
369;2020-05-01;186;0.069892473
370;2020-04-30;176;0.073863636
371;2020-04-29;175;0.074285714
372;2020-04-28;178;0.078651685
373;2020-04-27;175;0.074285714
374;2020-04-26;179;0.078212291
375;2020-04-25;176;0.073863636
376;2020-04-24;182;0.076923077
377;2020-04-23;183;0.071038251
378;2020-04-22;186;0.069892473
379;2020-04-21;185;0.075675676
380;2020-04-20;182;0.071428571
381;2020-04-19;187;0.07486631
382;2020-04-18;173;0.075144509
383;2020-04-17;179;0.078212291
384;2020-04-16;186;0.069892473
385;2020-04-15;180;0.072222222
386;2020-04-14;181;0.077348066
387;2020-04-13;172;0.069767442
388;2020-04-12;182;0.076923077
389;2020-04-11;181;0.077348066
390;2020-04-10;181;0.071823204
391;2020-04-09;173;0.069364162
392;2020-04-08;178;0.078651685
393;2020-04-07;183;0.071038251
394;2020-04-06;177;0.073446328
395;2020-04-05;180;0.077777778
396;2020-04-04;176;0.073863636
397;2020-04-03;176;0.073863636
398;2020-04-02;180;0.072222222
399;2020-04-01;177;0.079096045
400;2020-03-31;188;0.074468085
401;2020-03-30;176;0.073863636
402;2020-03-29;175;0.074285714
403;2020-03-28;181;0.071823204
404;2020-03-27;176;0.079545455
405;2020-03-26;188;0.074468085
406;2020-03-25;186;0.069892473
407;2020-03-24;172;0.069767442
408;2020-03-23;188;0.074468085
409;2020-03-22;185;0.07027027
410;2020-03-21;185;0.07027027
411;2020-03-20;174;0.068965517
412;2020-03-19;173;0.075144509
413;2020-03-18;175;0.074285714
414;2020-03-17;175;0.074285714
415;2020-03-16;175;0.074285714
416;2020-03-15;180;0.072222222
417;2020-03-14;175;0.074285714
418;2020-03-13;186;0.075268817
419;2020-03-12;182;0.071428571
420;2020-03-11;188;0.074468085
421;2020-03-10;180;0.072222222
422;2020-03-09;170;0.070588235
423;2020-03-08;177;0.079096045
424;2020-03-07;177;0.073446328
425;2020-03-06;187;0.07486631
426;2020-03-05;176;0.079545455
427;2020-03-04;176;0.073863636
428;2020-03-03;183;0.076502732
429;2020-03-02;171;0.076023392
430;2020-03-01;175;0.074285714
431;2020-02-29;182;0.071428571
432;2020-02-28;179;0.078212291
433;2020-02-27;184;0.076086957
434;2020-02-26;181;0.071823204
435;2020-02-25;181;0.071823204
436;2020-02-24;176;0.073863636
437;2020-02-23;180;0.072222222
438;2020-02-22;181;0.077348066
439;2020-02-21;170;0.070588235
440;2020-02-20;183;0.076502732
441;2020-02-19;184;0.076086957
442;2020-02-18;183;0.071038251
443;2020-02-17;181;0.077348066
444;2020-02-16;188;0.069148936
445;2020-02-15;182;0.076923077
446;2020-02-14;184;0.076086957
447;2020-02-13;185;0.07027027
448;2020-02-12;172;0.075581395
449;2020-02-11;187;0.07486631
450;2020-02-10;186;0.075268817
451;2020-02-09;174;0.068965517
452;2020-02-08;181;0.077348066
453;2020-02-07;175;0.074285714
454;2020-02-06;181;0.071823204
455;2020-02-05;181;0.077348066
456;2020-02-04;178;0.078651685
457;2020-02-03;186;0.075268817
458;2020-02-02;175;0.074285714
459;2020-02-01;173;0.069364162
460;2020-01-31;183;0.071038251
461;2020-01-30;180;0.077777778
462;2020-01-29;188;0.074468085
463;2020-01-28;183;0.076502732
464;2020-01-27;173;0.069364162
465;2020-01-26;176;0.073863636
466;2020-01-25;180;0.072222222
467;2020-01-24;179;0.072625698
468;2020-01-23;172;0.069767442
469;2020-01-22;182;0.071428571
470;2020-01-21;179;0.078212291
471;2020-01-20;180;0.072222222
472;2020-01-19;179;0.078212291
473;2020-01-18;184;0.076086957
474;2020-01-17;179;0.072625698
475;2020-01-16;180;0.072222222
476;2020-01-15;187;0.07486631
477;2020-01-14;187;0.07486631
478;2020-01-13;178;0.078651685
479;2020-01-12;170;0.070588235
480;2020-01-11;180;0.077777778
481;2020-01-10;184;0.070652174
482;2020-01-09;179;0.072625698
483;2020-01-08;189;0.074074074
484;2020-01-07;178;0.078651685
485;2020-01-06;179;0.072625698
486;2020-01-05;170;0.076470588
487;2020-01-04;170;0.076470588
488;2020-01-03;180;0.077777778
489;2020-01-02;186;0.075268817
490;2020-01-01;172;0.069767442
491;2019-12-31;183;0.071038251
492;2019-12-30;180;0.077777778
493;2019-12-29;184;0.076086957
494;2019-12-28;170;0.070588235
495;2019-12-27;170;0.076470588
496;2019-12-26;183;0.071038251
497;2019-12-25;174;0.068965517
498;2019-12-24;172;0.069767442
499;2019-12-23;187;0.07486631
500;2019-12-22;188;0.074468085
501;2019-12-21;187;0.069518717
502;2019-12-20;185;0.07027027
503;2019-12-19;173;0.075144509
504;2019-12-18;174;0.068965517
505;2019-12-17;175;0.074285714
506;2019-12-16;188;0.069148936
507;2019-12-15;170;0.076470588
508;2019-12-14;188;0.074468085
509;2019-12-13;188;0.069148936
510;2019-12-12;179;0.072625698
511;2019-12-11;189;0.079365079
512;2019-12-10;181;0.071823204
513;2019-12-09;188;0.069148936
514;2019-12-08;177;0.073446328
515;2019-12-07;188;0.069148936
516;2019-12-06;175;0.074285714
517;2019-12-05;171;0.070175439
518;2019-12-04;185;0.075675676
519;2019-12-03;176;0.079545455
520;2019-12-02;185;0.07027027
521;2019-12-01;180;0.077777778
522;2019-11-30;189;0.079365079
523;2019-11-29;187;0.07486631
524;2019-11-28;176;0.079545455
525;2019-11-27;181;0.077348066
526;2019-11-26;186;0.069892473
527;2019-11-25;186;0.075268817
528;2019-11-24;181;0.077348066
529;2019-11-23;182;0.071428571
530;2019-11-22;189;0.074074074
531;2019-11-21;171;0.076023392
532;2019-11-20;185;0.07027027
533;2019-11-19;173;0.069364162
534;2019-11-18;182;0.076923077
535;2019-11-17;188;0.074468085
536;2019-11-16;174;0.074712644
537;2019-11-15;175;0.074285714
538;2019-11-14;179;0.078212291
539;2019-11-13;183;0.071038251
540;2019-11-12;172;0.069767442
541;2019-11-11;176;0.073863636
542;2019-11-10;183;0.071038251
543;2019-11-09;183;0.071038251
544;2019-11-08;188;0.074468085
545;2019-11-07;180;0.077777778
546;2019-11-06;182;0.076923077
547;2019-11-05;170;0.076470588
548;2019-11-04;188;0.074468085
549;2019-11-03;174;0.074712644
550;2019-11-02;185;0.07027027
551;2019-11-01;178;0.078651685
552;2019-10-31;174;0.068965517
553;2019-10-30;183;0.071038251
554;2019-10-29;181;0.071823204
555;2019-10-28;187;0.07486631
556;2019-10-27;173;0.069364162
557;2019-10-26;179;0.078212291
558;2019-10-25;175;0.074285714
559;2019-10-24;177;0.079096045
560;2019-10-23;176;0.073863636
561;2019-10-22;182;0.076923077
562;2019-10-21;189;0.074074074
563;2019-10-20;182;0.071428571
564;2019-10-19;182;0.071428571
565;2019-10-18;181;0.071823204
566;2019-10-17;185;0.075675676
567;2019-10-16;172;0.075581395
568;2019-10-15;175;0.074285714
569;2019-10-14;177;0.079096045
570;2019-10-13;185;0.075675676
571;2019-10-12;180;0.072222222
572;2019-10-11;184;0.070652174
573;2019-10-10;180;0.077777778
574;2019-10-09;181;0.071823204
575;2019-10-08;172;0.069767442
576;2019-10-07;178;0.078651685
577;2019-10-06;186;0.075268817
578;2019-10-05;181;0.071823204
579;2019-10-04;171;0.070175439
580;2019-10-03;189;0.074074074
581;2019-10-02;179;0.078212291
582;2019-10-01;178;0.078651685
583;2019-09-30;182;0.076923077
584;2019-09-29;178;0.073033708
585;2019-09-28;188;0.069148936
586;2019-09-27;179;0.072625698
587;2019-09-26;185;0.075675676
588;2019-09-25;181;0.077348066
589;2019-09-24;177;0.073446328
590;2019-09-23;173;0.069364162
591;2019-09-22;189;0.079365079
592;2019-09-21;179;0.072625698
593;2019-09-20;186;0.069892473
594;2019-09-19;178;0.073033708
595;2019-09-18;181;0.077348066
596;2019-09-17;185;0.07027027
597;2019-09-16;174;0.068965517
598;2019-09-15;188;0.069148936
599;2019-09-14;179;0.072625698
600;2019-09-13;185;0.07027027
601;2019-09-12;187;0.069518717
602;2019-09-11;175;0.074285714
603;2019-09-10;183;0.071038251
604;2019-09-09;178;0.073033708
605;2019-09-08;174;0.068965517
606;2019-09-07;177;0.073446328
607;2019-09-06;187;0.069518717
608;2019-09-05;186;0.075268817
609;2019-09-04;172;0.075581395
610;2019-09-03;189;0.079365079
611;2019-09-02;184;0.076086957
612;2019-09-01;170;0.070588235
613;2019-08-31;180;0.072222222
614;2019-08-30;182;0.076923077
615;2019-08-29;175;0.074285714
616;2019-08-28;188;0.069148936
617;2019-08-27;183;0.071038251
618;2019-08-26;185;0.075675676
619;2019-08-25;178;0.078651685
620;2019-08-24;182;0.076923077
621;2019-08-23;186;0.075268817
622;2019-08-22;183;0.076502732
623;2019-08-21;174;0.068965517
624;2019-08-20;171;0.070175439
625;2019-08-19;180;0.077777778
626;2019-08-18;180;0.072222222
627;2019-08-17;181;0.071823204
628;2019-08-16;173;0.075144509
629;2019-08-15;180;0.077777778
630;2019-08-14;175;0.074285714
631;2019-08-13;177;0.073446328
632;2019-08-12;174;0.074712644
633;2019-08-11;177;0.073446328
634;2019-08-10;189;0.074074074
635;2019-08-09;170;0.070588235
636;2019-08-08;181;0.071823204
637;2019-08-07;174;0.074712644
638;2019-08-06;183;0.076502732
639;2019-08-05;181;0.077348066
640;2019-08-04;178;0.078651685
641;2019-08-03;178;0.073033708
642;2019-08-02;181;0.077348066
643;2019-08-01;179;0.078212291
644;2019-07-31;188;0.069148936
645;2019-07-30;179;0.072625698
646;2019-07-29;181;0.077348066
647;2019-07-28;171;0.076023392
648;2019-07-27;177;0.073446328
649;2019-07-26;174;0.068965517
650;2019-07-25;173;0.069364162
651;2019-07-24;177;0.073446328
652;2019-07-23;180;0.072222222
653;2019-07-22;179;0.072625698
654;2019-07-21;174;0.068965517
655;2019-07-20;172;0.075581395
656;2019-07-19;180;0.077777778
657;2019-07-18;176;0.079545455
658;2019-07-17;181;0.071823204
659;2019-07-16;177;0.079096045
660;2019-07-15;184;0.076086957
661;2019-07-14;184;0.076086957
662;2019-07-13;185;0.075675676
663;2019-07-12;188;0.069148936
664;2019-07-11;181;0.071823204
665;2019-07-10;174;0.068965517
666;2019-07-09;180;0.077777778
667;2019-07-08;181;0.077348066
668;2019-07-07;178;0.073033708
669;2019-07-06;180;0.077777778
670;2019-07-05;171;0.070175439
671;2019-07-04;184;0.070652174
672;2019-07-03;188;0.069148936
673;2019-07-02;187;0.07486631
674;2019-07-01;186;0.069892473
675;2019-06-30;189;0.079365079
676;2019-06-29;170;0.076470588
677;2019-06-28;181;0.071823204
678;2019-06-27;172;0.075581395
679;2019-06-26;181;0.071823204
680;2019-06-25;189;0.079365079
681;2019-06-24;183;0.076502732
682;2019-06-23;177;0.079096045
683;2019-06-22;171;0.070175439
684;2019-06-21;180;0.072222222
685;2019-06-20;180;0.077777778
686;2019-06-19;189;0.079365079
687;2019-06-18;175;0.074285714
688;2019-06-17;175;0.074285714
689;2019-06-16;175;0.074285714
690;2019-06-15;188;0.074468085
691;2019-06-14;170;0.076470588
692;2019-06-13;175;0.074285714
693;2019-06-12;182;0.071428571
694;2019-06-11;176;0.073863636
695;2019-06-10;182;0.076923077
696;2019-06-09;181;0.071823204
697;2019-06-08;184;0.070652174
698;2019-06-07;175;0.074285714
699;2019-06-06;170;0.070588235
700;2019-06-05;170;0.076470588
701;2019-06-04;184;0.070652174
702;2019-06-03;189;0.074074074
703;2019-06-02;179;0.072625698
704;2019-06-01;174;0.068965517
705;2019-05-31;172;0.069767442
706;2019-05-30;187;0.069518717
707;2019-05-29;183;0.071038251
708;2019-05-28;176;0.073863636
709;2019-05-27;170;0.070588235
710;2019-05-26;171;0.070175439
711;2019-05-25;177;0.073446328
712;2019-05-24;188;0.069148936
713;2019-05-23;187;0.07486631
714;2019-05-22;182;0.076923077
715;2019-05-21;177;0.079096045
716;2019-05-20;189;0.074074074
717;2019-05-19;181;0.077348066
718;2019-05-18;187;0.07486631
719;2019-05-17;187;0.069518717
720;2019-05-16;181;0.071823204
721;2019-05-15;186;0.075268817
722;2019-05-14;183;0.076502732
723;2019-05-13;171;0.070175439
724;2019-05-12;174;0.074712644
725;2019-05-11;181;0.071823204
726;2019-05-10;186;0.069892473
727;2019-05-09;187;0.07486631
728;2019-05-08;170;0.076470588
729;2019-05-07;172;0.069767442
730;2019-05-06;174;0.068965517
731;2019-05-05;180;0.072222222
732;2019-05-04;175;0.074285714
733;2019-05-03;187;0.069518717
734;2019-05-02;172;0.075581395
735;2019-05-01;184;0.070652174
736;2019-04-30;179;0.072625698
737;2019-04-29;177;0.073446328
738;2019-04-28;189;0.079365079
739;2019-04-27;178;0.073033708
740;2019-04-26;182;0.071428571
741;2019-04-25;174;0.074712644
742;2019-04-24;177;0.073446328
743;2019-04-23;181;0.071823204
744;2019-04-22;180;0.072222222
745;2019-04-21;187;0.07486631
746;2019-04-20;175;0.074285714
747;2019-04-19;177;0.073446328
748;2019-04-18;175;0.074285714
749;2019-04-17;189;0.079365079
750;2019-04-16;177;0.073446328
751;2019-04-15;183;0.076502732
752;2019-04-14;175;0.074285714
753;2019-04-13;178;0.078651685
754;2019-04-12;184;0.076086957
755;2019-04-11;180;0.072222222
756;2019-04-10;180;0.072222222
757;2019-04-09;187;0.07486631
758;2019-04-08;175;0.074285714
759;2019-04-07;183;0.071038251
760;2019-04-06;174;0.068965517
761;2019-04-05;185;0.07027027
762;2019-04-04;180;0.077777778
763;2019-04-03;180;0.072222222
764;2019-04-02;179;0.072625698
765;2019-04-01;174;0.068965517
766;2019-03-31;184;0.076086957
767;2019-03-30;179;0.078212291
768;2019-03-29;177;0.079096045
769;2019-03-28;180;0.077777778
770;2019-03-27;186;0.069892473
771;2019-03-26;173;0.075144509
772;2019-03-25;174;0.068965517
773;2019-03-24;180;0.077777778
774;2019-03-23;189;0.074074074
775;2019-03-22;182;0.071428571
776;2019-03-21;172;0.069767442
777;2019-03-20;182;0.076923077
778;2019-03-19;172;0.069767442
779;2019-03-18;187;0.069518717
780;2019-03-17;182;0.071428571
781;2019-03-16;183;0.071038251
782;2019-03-15;173;0.075144509
783;2019-03-14;184;0.076086957
784;2019-03-13;178;0.078651685
785;2019-03-12;171;0.070175439
786;2019-03-11;187;0.069518717
787;2019-03-10;172;0.069767442
788;2019-03-09;185;0.075675676
789;2019-03-08;170;0.070588235
790;2019-03-07;185;0.07027027
791;2019-03-06;185;0.075675676
792;2019-03-05;184;0.070652174
793;2019-03-04;186;0.075268817
794;2019-03-03;186;0.075268817
795;2019-03-02;179;0.072625698
796;2019-03-01;188;0.069148936
797;2019-02-28;181;0.077348066
798;2019-02-27;174;0.074712644
799;2019-02-26;189;0.079365079
800;2019-02-25;179;0.078212291
801;2019-02-24;179;0.078212291
802;2019-02-23;174;0.074712644
803;2019-02-22;172;0.075581395
804;2019-02-21;170;0.076470588
805;2019-02-20;170;0.070588235
806;2019-02-19;181;0.071823204
807;2019-02-18;170;0.070588235
808;2019-02-17;176;0.079545455
809;2019-02-16;185;0.07027027
810;2019-02-15;188;0.074468085
811;2019-02-14;189;0.074074074
812;2019-02-13;173;0.075144509
813;2019-02-12;188;0.074468085
814;2019-02-11;187;0.07486631
815;2019-02-10;180;0.077777778
816;2019-02-09;186;0.075268817
817;2019-02-08;179;0.078212291
818;2019-02-07;177;0.079096045
819;2019-02-06;170;0.076470588
820;2019-02-05;188;0.074468085
821;2019-02-04;174;0.068965517
