YPBO;Australia
YPKS;Australia
YPAG;Australia
YPPD;Australia
YPKT;Australia
YPLC;Australia
YPMQ;Australia
YPIR;Australia
YPOD;Australia
YBPN;Australia
YQLP;Australia
YRED;Australia
YPPH;Australia
YREN;Australia
YROI;Australia
YBRK;Australia
YROM;Australia
YNGU;Australia
YRTI;Australia
YSGE;Australia
YWSL;Australia
YSHT;Australia
YSMI;Australia
YSPT;Australia
YSTH;Australia
YSWL;Australia
YSRN;Australia
YSWH;Australia
YSTW;Australia
YTRE;Australia
YTAM;Australia
YTEM;Australia
YTNK;Australia
YTNG;Australia
YTGM;Australia
YTIB;Australia
YTWB;Australia
YBTL;Australia
YMML;Australia
YTMU;Australia
YSWG;Australia
YWLG;Australia
YWGT;Australia
YWKB;Australia
YWRN;Australia
YBWP;Australia
YWWL;Australia
YWHA;Australia
YWLU;Australia
YWDH;Australia
YWTN;Australia
YWOL;Australia
YYNG;Australia
YAYE;Australia
LOWG;Austria
LOWL;Austria
LOWI;Austria
LOWK;Austria
LOWS;Austria
LOWW;Austria
UBBB;Azerbaijan
UBBG;Azerbaijan
MYAN;Bahamas
MYAB;Bahamas
MYAF;Bahamas
MYCA;Bahamas
MYBC;Bahamas
MYSM;Bahamas
MYCI;Bahamas
MYAK;Bahamas
MYLD;Bahamas
MYGF;Bahamas
MYEM;Bahamas
MYEF;Bahamas
MYBG;Bahamas
MYLS;Bahamas
MYAM;Bahamas
MYIG;Bahamas
MYMM;Bahamas
MYNN;Bahamas
MYCB;Bahamas
MYEN;Bahamas
MYEH;Bahamas
MYPI;Bahamas
MYER;Bahamas
MYBS;Bahamas
MYAP;Bahamas
MYES;Bahamas
MYAT;Bahamas
OBBI;Bahrain
VGBR;Bangladesh
VGEG;Bangladesh
VGCM;Bangladesh
VGCB;Bangladesh
VGHS;Bangladesh
VGJR;Bangladesh
VGRJ;Bangladesh
VGSD;Bangladesh
VGSY;Bangladesh
VGSG;Bangladesh
TBPB;Barbados
UMBB;Belarus
UMGG;Belarus
UMMG;Belarus
UMMS;Belarus
UMMM;Belarus
UMII;Belarus
EBAW;Belgium
EBBR;Belgium
EBCI;Belgium
EBKT;Belgium
EBLG;Belgium
EBOS;Belgium
MZBZ;Belize
DBBB;Benin
DBBK;Benin
DBBN;Benin
DBBP;Benin
TXKF;Bermuda
VQPR;Bhutan
SLAP;Bolivia
SLBJ;Bolivia
SLCA;Bolivia
SLCO;Bolivia
SLCB;Bolivia
SLCP;Bolivia
SLGY;Bolivia
SLLP;Bolivia
SLMG;Bolivia
SLAG;Bolivia
SLOR;Bolivia
SLPS;Bolivia
SLRY;Bolivia
SLRI;Bolivia
SLRB;Bolivia
SLRQ;Bolivia
SLSB;Bolivia
SLSM;Bolivia
SLSI;Bolivia
SLJV;Bolivia
SLJO;Bolivia
SLRA;Bolivia
SLVR;Bolivia
SLET;Bolivia
SLSU;Bolivia
SLTJ;Bolivia
SLTR;Bolivia
SLVG;Bolivia
SLVM;Bolivia
SLYA;Bolivia
LQBK;Bosnia-Hercegovina
LQMO;Bosnia-Hercegovina
LQSA;Bosnia-Hercegovina
LQTZ;Bosnia-Hercegovina
FBFT;Botsuana
FBSK;Botsuana
FBGZ;Botsuana
FBJW;Botsuana
FBKE;Botsuana
FBKR;Botsuana
FBMN;Botsuana
FBOR;Botsuana
FBSP;Botsuana
FBSW;Botsuana
FBTS;Botsuana
FBTL;Botsuana
SBAR;Brazil
SBBE;Brazil
SBCF;Brazil
SBBH;Brazil
SBBV;Brazil
SBBR;Brazil
SBKP;Brazil
SBCG;Brazil
SBCR;Brazil
SBCZ;Brazil
SBCY;Brazil
SBCT;Brazil
SBFL;Brazil
SBFZ;Brazil
SBFI;Brazil
SBGO;Brazil
SBIL;Brazil
SBIZ;Brazil
SBJP;Brazil
SBJV;Brazil
SBLO;Brazil
SBMQ;Brazil
SBMO;Brazil
SBEG;Brazil
SBMA;Brazil
SBMG;Brazil
SBNT;Brazil
SBNF;Brazil
SBPJ;Brazil
SBPP;Brazil
SBPA;Brazil
SBPS;Brazil
SBPV;Brazil
SBRF;Brazil
SBRP;Brazil
SBRB;Brazil
SBRJ;Brazil
SBGL;Brazil
SBSV;Brazil
SBSN;Brazil
SBSR;Brazil
SBSL;Brazil
SBSP;Brazil
SBGR;Brazil
SBTE;Brazil
SBUL;Brazil
SBVT;Brazil
TUPJ;British Virgin Islands
TUPW;British Virgin Islands
WBSB;Brunei Darussalam
LBBG;Bulgaria
LBGO;Bulgaria
LBPD;Bulgaria
LBSF;Bulgaria
LBWN;Bulgaria
DFOG;Burkina Faso
DFOB;Burkina Faso
DFOO;Burkina Faso
DFOD;Burkina Faso
DFEE;Burkina Faso
DFEF;Burkina Faso
DFEG;Burkina Faso
DFEL;Burkina Faso
DFON;Burkina Faso
DFFD;Burkina Faso
DFCC;Burkina Faso
DFET;Burkina Faso
HBBA;Burundi
HBBE;Burundi
HBBO;Burundi
VDBG;Cambodia
VDPP;Cambodia
VDSR;Cambodia
FKKU;Cameroon
FKKV;Cameroon
FKKI;Cameroon
FKKO;Cameroon
FKKD;Cameroon
FKKS;Cameroon
FKKW;Cameroon
FKKM;Cameroon
FKKR;Cameroon
FKKB;Cameroon
FKKF;Cameroon
FKKL;Cameroon
FKKN;Cameroon
FKKC;Cameroon
FKYS;Cameroon
FKKY;Cameroon
CZML;Canada
CYXX;Canada
CYKD;Canada
CYKO;Canada
CYAL;Canada
CYLT;Canada
CYTF;Canada
CYEY;Canada
CAJ4;Canada
CKB6;Canada
CYYW;Canada
CYEK;Canada
CYIB;Canada
CYAT;Canada
CYLA;Canada
CYBG;Canada
CYBC;Canada
CYBK;Canada
CZBF;Canada
CNE3;Canada
CYXQ;Canada
CYJQ;Canada
CYBD;Canada
CYBV;Canada
CYTL;Canada
CCE4;Canada
CZTA;Canada
CYVB;Canada
CYBF;Canada
CZBB;Canada
CYBR;Canada
CYBT;Canada
CNL3;Canada
CZBM;Canada
CAB5;Canada
CYVT;Canada
CYPZ;Canada
CYDB;Canada
CYYC;Canada
CYCB;Canada
CYBL;Canada
CYTE;Canada
CYCA;Canada
CYCG;Canada
CYAC;Canada
CYCE;Canada
CYLD;Canada
CYML;Canada
CYCL;Canada
CCH4;Canada
CYYG;Canada
CNZ3;Canada
CYCS;Canada
CYCQ;Canada
CYHR;Canada
CYMT;Canada
CYCW;Canada
CZUM;Canada
CYYQ;Canada
CJS3;Canada
CYCY;Canada
CYCN;Canada
CYOD;Canada
CYKC;Canada
CEB3;Canada
CYQQ;Canada
CYZS;Canada
CYCC;Canada
CYCT;Canada
CAH3;Canada
CYYM;Canada
CYXC;Canada
CYCR;Canada
CYDN;Canada
CCB4;Canada
CYDQ;Canada
CYDA;Canada
CYDL;Canada
CYDF;Canada
CYVZ;Canada
CYWJ;Canada
CYID;Canada
CYDO;Canada
CER3;Canada
CYHD;Canada
CAM3;Canada
CYXR;Canada
CZEM;Canada
CYEG;Canada
CYXD;Canada
CYET;Canada
CYEL;Canada
CYEN;Canada
CYEU;Canada
CYCZ;Canada
CEB5;Canada
CZFA;Canada
CYFO;Canada
CZFD;Canada
CYFC;Canada
CYFA;Canada
CYPY;Canada
CYAG;Canada
CYGH;Canada
CYFH;Canada
CYJF;Canada
CYMM;Canada
CZFM;Canada
CYYE;Canada
CZFN;Canada
CYFR;Canada
CYER;Canada
CYFS;Canada
CYSM;Canada
CYXJ;Canada
CYQX;Canada
CYGP;Canada
CYND;Canada
CYGQ;Canada
CYGX;Canada
CYGM;Canada
CYHK;Canada
CYGO;Canada
CZGI;Canada
CYYR;Canada
CYZE;Canada
CZGF;Canada
CEQ5;Canada
CYQU;Canada
CYZX;Canada
CYGZ;Canada
CYHT;Canada
CYHZ;Canada
CYAW;Canada
CYUX;Canada
CYHM;Canada
CJL2;Canada
CYGV;Canada
CYHY;Canada
CYHF;Canada
CYOJ;Canada
CZHP;Canada
CEC4;Canada
CYHI;Canada
CYHE;Canada
CYHO;Canada
CYHN;Canada
CYHB;Canada
CYNH;Canada
CYGT;Canada
CZUC;Canada
CYGR;Canada
CZBD;Canada
CYPH;Canada
CYEV;Canada
CYFB;Canada
CYIV;Canada
CYIK;Canada
CZJG;Canada
CYKA;Canada
CYLU;Canada
CYKG;Canada
CYAS;Canada
CYYU;Canada
CYAQ;Canada
CJL8;Canada
CZKE;Canada
CPV8;Canada
CYLW;Canada
CZEE;Canada
CYQK;Canada
CYKJ;Canada
CNS7;Canada
CYKY;Canada
CNM5;Canada
CYGK;Canada
CYKX;Canada
CYKF;Canada
CYCO;Canada
CYVP;Canada
CYGW;Canada
CYGL;Canada
CYVC;Canada
CSR8;Canada
CYLQ;Canada
CZWH;Canada
CYLB;Canada
CEM3;Canada
CYLH;Canada
CYLR;Canada
CSH4;Canada
CYQL;Canada
CZGR;Canada
CYLL;Canada
CYXU;Canada
CYYL;Canada
CFC4;Canada
CYFT;Canada
CYMG;Canada
CYEM;Canada
CYMW;Canada
CYSP;Canada
CYMH;Canada
CZMT;Canada
CYNM;Canada
CYME;Canada
CYMA;Canada
CYLJ;Canada
CYXH;Canada
CAD5;Canada
CYCH;Canada
CYQM;Canada
CYYY;Canada
CYMX;Canada
CYUL;Canada
CYMJ;Canada
CYMO;Canada
CYQA;Canada
CZMD;Canada
CYDP;Canada
CYQN;Canada
CYCD;Canada
CYSR;Canada
CYNA;Canada
CYHH;Canada
CYVQ;Canada
CYQW;Canada
CYYB;Canada
CYNE;Canada
CNT3;Canada
CYOC;Canada
CYOO;Canada
CYRO;Canada
CYOW;Canada
CYOS;Canada
CYOH;Canada
CYXP;Canada
CNK4;Canada
CYPC;Canada
CYPE;Canada
CYPO;Canada
CYBB;Canada
CYTA;Canada
CYYF;Canada
CYWA;Canada
CYPQ;Canada
CYPL;Canada
CYPM;Canada
CZMN;Canada
CZPC;Canada
CZPO;Canada
CYNL;Canada
CYIO;Canada
CZNG;Canada
CYZT;Canada
CYPD;Canada
CCP4;Canada
CAT5;Canada
CYPN;Canada
CYPG;Canada
CCD4;Canada
CYPW;Canada
CYPA;Canada
CYXS;Canada
CYPR;Canada
CZFG;Canada
CYPX;Canada
CYVM;Canada
CYHA;Canada
CYQB;Canada
CYQZ;Canada
CEV4;Canada
CYOP;Canada
CYRT;Canada
CYQF;Canada
CYRL;Canada
CYRS;Canada
CYQR;Canada
CYUT;Canada
CYRB;Canada
CYRV;Canada
CCZ2;Canada
CYXK;Canada
CYRI;Canada
CYRJ;Canada
CYRM;Canada
CYDM;Canada
CZRJ;Canada
CYUY;Canada
CZPB;Canada
CYSY;Canada
CYSJ;Canada
CYZG;Canada
CZAM;Canada
CYZP;Canada
CZSJ;Canada
CYSK;Canada
CYZR;Canada
CYXE;Canada
CYAM;Canada
CYKL;Canada
CAP3;Canada
CYZV;Canada
CZTM;Canada
CYSC;Canada
CYXL;Canada
CYZH;Canada
CYYD;Canada
CYSH;Canada
CZSN;Canada
CYSE;Canada
CYAY;Canada
CYSN;Canada
CYYT;Canada
CCK4;Canada
CYST;Canada
CYQS;Canada
CYIF;Canada
CYHU;Canada
CYJN;Canada
CYSL;Canada
CYJT;Canada
CZST;Canada
CYSF;Canada
CYSB;Canada
CYSD;Canada
CJV7;Canada
CYSU;Canada
CZJN;Canada
CYYN;Canada
CYQY;Canada
CYBQ;Canada
CYYH;Canada
CYTQ;Canada
CBM5;Canada
CYTJ;Canada
CYXT;Canada
CYZW;Canada
CYGB;Canada
CYQD;Canada
CZLQ;Canada
CYTH;Canada
CYQT;Canada
CYTS;Canada
CJY3;Canada
CYAZ;Canada
CYYZ;Canada
CYTZ;Canada
CYKZ;Canada
CYTR;Canada
CYRQ;Canada
CYUB;Canada
CBX7;Canada
CBX5;Canada
CYMU;Canada
CYBE;Canada
CYVO;Canada
CYVR;Canada
CYVG;Canada
CYVK;Canada
CYYJ;Canada
CYWK;Canada
CYKQ;Canada
CYQH;Canada
CYXZ;Canada
CYWP;Canada
CFJ2;Canada
CYNC;Canada
CYXN;Canada
CYZU;Canada
CYXY;Canada
CYVV;Canada
CCA6;Canada
CYWL;Canada
CYQG;Canada
CYWG;Canada
CZWL;Canada
CYWY;Canada
CKL3;Canada
CYQI;Canada
CYZF;Canada
CZAC;Canada
CYQV;Canada
GVFM;Cape Verde
GVMA;Cape Verde
GVSN;Cape Verde
GVBA;Cape Verde
GVSV;Cape Verde
GVAC;Cape Verde
MWCB;Cayman Islands
MWCR;Cayman Islands
FEFM;Central Africa
FEFG;Central Africa
FEFF;Central Africa
FEFT;Central Africa
FEFI;Central Africa
FEFS;Central Africa
FEFO;Central Africa
FEGZ;Central Africa
FEFR;Central Africa
FEFN;Central Africa
FEFB;Central Africa
FEFY;Central Africa
FEFZ;Central Africa
FTTC;Chad
FTTN;Chad
FTTI;Chad
FTTK;Chad
FTTL;Chad
FTTB;Chad
FTTS;Chad
FTTY;Chad
FTTH;Chad
FTTU;Chad
FTTM;Chad
FTTD;Chad
FTTJ;Chad
FTTP;Chad
FTTA;Chad
SCAC;Chile
SCFA;Chile
SCAR;Chile
SCBA;Chile
SCCF;Chile
SCSB;Chile
SCTN;Chile
SCRA;Chile
SCCC;Chile
SCCH;Chile
SCHR;Chile
SCIE;Chile
SCHA;Chile
SCCY;Chile
SCES;Chile
SCFT;Chile
SCDA;Chile
SCSE;Chile
SCLN;Chile
SCAN;Chile
SCGE;Chile
SCJO;Chile
SCFM;Chile
SCPC;Chile
SCAS;Chile
SCTE;Chile
SCNT;Chile
SCGZ;Chile
SCCI;Chile
SCRG;Chile
SCSF;Chile
SCEL;Chile
SCTI;Chile
SCTL;Chile
SCTT;Chile
SCTC;Chile
SCBE;Chile
SCVD;Chile
SCLL;Chile
SCTO;Chile
SCVM;Chile
ZWAK;China - Peoples Republic
ZWAT;China - Peoples Republic
ZSAQ;China - Peoples Republic
ZYAS;China - Peoples Republic
ZHAY;China - Peoples Republic
ZPBS;China - Peoples Republic
ZBOW;China - Peoples Republic
ZGBH;China - Peoples Republic
ZBBB;China - Peoples Republic
ZBAA;China - Peoples Republic
ZSBB;China - Peoples Republic
ZYCC;China - Peoples Republic
ZGHA;China - Peoples Republic
ZBCZ;China - Peoples Republic
ZSCG;China - Peoples Republic
ZUUU;China - Peoples Republic
ZBCF;China - Peoples Republic
ZUCK;China - Peoples Republic
ZYTL;China - Peoples Republic
ZYDD;China - Peoples Republic
ZBDT;China - Peoples Republic
ZLDH;China - Peoples Republic
ZSFY;China - Peoples Republic
ZWFY;China - Peoples Republic
ZSFZ;China - Peoples Republic
ZSGZ;China - Peoples Republic
ZLGM;China - Peoples Republic
ZGGG;China - Peoples Republic
ZGKL;China - Peoples Republic
ZUGY;China - Peoples Republic
ZJHK;China - Peoples Republic
ZBLA;China - Peoples Republic
ZWHM;China - Peoples Republic
ZSHC;China - Peoples Republic
ZLHZ;China - Peoples Republic
ZYHB;China - Peoples Republic
ZSOF;China - Peoples Republic
ZYHE;China - Peoples Republic
ZGHY;China - Peoples Republic
ZBHH;China - Peoples Republic
VHHH;China - Peoples Republic
ZWTN;China - Peoples Republic
ZSTX;China - Peoples Republic
ZSLQ;China - Peoples Republic
ZYJM;China - Peoples Republic
ZYJL;China - Peoples Republic
ZSJN;China - Peoples Republic
ZSJD;China - Peoples Republic
ZPJH;China - Peoples Republic
ZLJN;China - Peoples Republic
ZYJZ;China - Peoples Republic
ZSJJ;China - Peoples Republic
ZLJQ;China - Peoples Republic
ZWKM;China - Peoples Republic
ZWSH;China - Peoples Republic
ZWKL;China - Peoples Republic
ZPPP;China - Peoples Republic
ZWKC;China - Peoples Republic
ZLAN;China - Peoples Republic
ZLLL;China - Peoples Republic
ZULS;China - Peoples Republic
ZSLG;China - Peoples Republic
ZPLJ;China - Peoples Republic
ZGZH;China - Peoples Republic
ZHLY;China - Peoples Republic
ZPLX;China - Peoples Republic
VMMC;China - Peoples Republic
ZYMD;China - Peoples Republic
ZSCN;China - Peoples Republic
ZUNC;China - Peoples Republic
ZSNJ;China - Peoples Republic
ZGNN;China - Peoples Republic
ZHNY;China - Peoples Republic
ZSNB;China - Peoples Republic
ZSQD;China - Peoples Republic
ZLQY;China - Peoples Republic
ZBSH;China - Peoples Republic
ZYQQ;China - Peoples Republic
ZSQZ;China - Peoples Republic
ZGSY;China - Peoples Republic
ZSSS;China - Peoples Republic
ZSPD;China - Peoples Republic
ZGOW;China - Peoples Republic
ZHSS;China - Peoples Republic
ZYTX;China - Peoples Republic
ZGSZ;China - Peoples Republic
ZBSJ;China - Peoples Republic
ZPSM;China - Peoples Republic
ZSSZ;China - Peoples Republic
ZBYN;China - Peoples Republic
ZBTJ;China - Peoples Republic
ZYTN;China - Peoples Republic
ZBTL;China - Peoples Republic
ZBUL;China - Peoples Republic
ZWWW;China - Peoples Republic
ZSWF;China - Peoples Republic
ZSWZ;China - Peoples Republic
ZHHH;China - Peoples Republic
ZSWX;China - Peoples Republic
ZSWY;China - Peoples Republic
ZGWZ;China - Peoples Republic
ZLXY;China - Peoples Republic
ZSAM;China - Peoples Republic
ZHXF;China - Peoples Republic
ZUXC;China - Peoples Republic
ZBXT;China - Peoples Republic
ZLXN;China - Peoples Republic
ZSXZ;China - Peoples Republic
ZLYA;China - Peoples Republic
ZYYJ;China - Peoples Republic
ZSYT;China - Peoples Republic
ZUYB;China - Peoples Republic
ZHYC;China - Peoples Republic
ZLIC;China - Peoples Republic
ZWYN;China - Peoples Republic
ZSYW;China - Peoples Republic
ZLYL;China - Peoples Republic
ZGZJ;China - Peoples Republic
ZPZT;China - Peoples Republic
ZHCC;China - Peoples Republic
ZSZS;China - Peoples Republic
ZGSD;China - Peoples Republic
ZUZY;China - Peoples Republic
SKAC;Colombia
SKUC;Colombia
SKAR;Colombia
SKBS;Colombia
SKEJ;Colombia
SKBQ;Colombia
SKBG;Colombia
SKBU;Colombia
SKCL;Colombia
SKCG;Colombia
SKGO;Colombia
SKCR;Colombia
SKCU;Colombia
SKHA;Colombia
SKIG;Colombia
SKCM;Colombia
SKCD;Colombia
SKCZ;Colombia
SKCV;Colombia
SKCN;Colombia
SKCC;Colombia
SKEB;Colombia
SKBC;Colombia
SKYP;Colombia
SKFL;Colombia
SKGI;Colombia
SKGP;Colombia
SKHC;Colombia
SKIB;Colombia
SKIP;Colombia
SKPV;Colombia
SKLP;Colombia
SKLT;Colombia
SKMG;Colombia
SKAO;Colombia
SKQU;Colombia
SKMD;Colombia
SKMF;Colombia
SKMU;Colombia
SKMP;Colombia
SKMR;Colombia
SKNV;Colombia
SKOC;Colombia
SKPQ;Colombia
SKPS;Colombia
SKPZ;Colombia
SKPE;Colombia
SKPI;Colombia
SKPP;Colombia
SKAS;Colombia
SKPR;Colombia
SKPC;Colombia
SKPD;Colombia
SKLG;Colombia
SKUI;Colombia
SKOT;Colombia
SKRH;Colombia
SKRG;Colombia
SKSJ;Colombia
SKSV;Colombia
SKSM;Colombia
SKBO;Colombia
SKSA;Colombia
SKSO;Colombia
SKTM;Colombia
SKTB;Colombia
SKTQ;Colombia
SKTD;Colombia
SKUL;Colombia
SKCO;Colombia
SKTU;Colombia
SKVP;Colombia
SKVG;Colombia
SKVV;Colombia
FMCV;Comoros
FMCI;Comoros
FMCH;Comoros
FMCN;Comoros
FZBO;Congo, Democratic Republic of the
FZEN;Congo, Democratic Republic of the
FZVR;Congo, Democratic Republic of the
FZNP;Congo, Democratic Republic of the
FZGN;Congo, Democratic Republic of the
FZAJ;Congo, Democratic Republic of the
FZMA;Congo, Democratic Republic of the
FZFU;Congo, Democratic Republic of the
FZKA;Congo, Democratic Republic of the
FZKJ;Congo, Democratic Republic of the
FZWC;Congo, Democratic Republic of the
FZFD;Congo, Democratic Republic of the
FZFK;Congo, Democratic Republic of the
FZNA;Congo, Democratic Republic of the
FZCB;Congo, Democratic Republic of the
FZGV;Congo, Democratic Republic of the
FZVS;Congo, Democratic Republic of the
FZBA;Congo, Democratic Republic of the
FZJH;Congo, Democratic Republic of the
FZRM;Congo, Democratic Republic of the
FZWT;Congo, Democratic Republic of the
FZRF;Congo, Democratic Republic of the
FZOD;Congo, Democratic Republic of the
FZSA;Congo, Democratic Republic of the
FZUA;Congo, Democratic Republic of the
FZTK;Congo, Democratic Republic of the
FZSK;Congo, Democratic Republic of the
FZQG;Congo, Democratic Republic of the
FZOK;Congo, Democratic Republic of the
FZCA;Congo, Democratic Republic of the
FZOA;Congo, Democratic Republic of the
FZAA;Congo, Democratic Republic of the
FZAB;Congo, Democratic Republic of the
FZIC;Congo, Democratic Republic of the
FZQM;Congo, Democratic Republic of the
FZRQ;Congo, Democratic Republic of the
FZFP;Congo, Democratic Republic of the
FZFA;Congo, Democratic Republic of the
FZGA;Congo, Democratic Republic of the
FZVA;Congo, Democratic Republic of the
FZQA;Congo, Democratic Republic of the
FZUG;Congo, Democratic Republic of the
FZAL;Congo, Democratic Republic of the
FZVI;Congo, Democratic Republic of the
FZCE;Congo, Democratic Republic of the
FZRA;Congo, Democratic Republic of the
FZCV;Congo, Democratic Republic of the
FZAM;Congo, Democratic Republic of the
FZEA;Congo, Democratic Republic of the
FZWA;Congo, Democratic Republic of the
FZRB;Congo, Democratic Republic of the
FZVM;Congo, Democratic Republic of the
FZBI;Congo, Democratic Republic of the
FZOP;Congo, Democratic Republic of the
FZQC;Congo, Democratic Republic of the
FZUK;Congo, Democratic Republic of the
FCOT;Congo, Republic of
FCOB;Congo, Republic of
FCBB;Congo, Republic of
FCBD;Congo, Republic of
FCPL;Congo, Republic of
FCOE;Congo, Republic of
FCOI;Congo, Republic of
FCOK;Congo, Republic of
FCBK;Congo, Republic of
FCBL;Congo, Republic of
FCPA;Congo, Republic of
FCOM;Congo, Republic of
FCMM;Congo, Republic of
FCBM;Congo, Republic of
FCBY;Congo, Republic of
FCOU;Congo, Republic of
FCOO;Congo, Republic of
FCPP;Congo, Republic of
FCBS;Congo, Republic of
FCOS;Congo, Republic of
FCBZ;Congo, Republic of
NCAI;Cook Islands
NCMK;Cook Islands
NCPY;Cook Islands
NCRG;Cook Islands
MRBC;Costa Rica
MRBA;Costa Rica
MRCR;Costa Rica
MRCC;Costa Rica
MRDK;Costa Rica
MRGF;Costa Rica
MRGP;Costa Rica
MRAN;Costa Rica
MRLB;Costa Rica
MRLM;Costa Rica
MRLC;Costa Rica
MRNS;Costa Rica
MRPM;Costa Rica
MRPJ;Costa Rica
MRIA;Costa Rica
MRQP;Costa Rica
MRPV;Costa Rica
MROC;Costa Rica
MRTM;Costa Rica
MRTR;Costa Rica
MRAO;Costa Rica
MRUP;Costa Rica
LDSB;Croatia
LDDU;Croatia
LDOS;Croatia
LDPL;Croatia
LDRI;Croatia
LDSP;Croatia
LDZD;Croatia
LDZA;Croatia
MUBA;Cuba
MUBY;Cuba
MUCM;Cuba
MUOC;Cuba
MUCL;Cuba
MUCA;Cuba
MUCF;Cuba
MUGT;Cuba
MUHA;Cuba
MUHG;Cuba
MUSN;Cuba
MUKW;Cuba
MUVT;Cuba
MUMZ;Cuba
MUMO;Cuba
MUNC;Cuba
MUNG;Cuba
MULM;Cuba
MUPR;Cuba
MUNB;Cuba
MUSC;Cuba
MUCU;Cuba
MUTD;Cuba
